text,label,prediction
It's only 10:30 but I feel like breaking fast ðŸ˜ Tired,Normal,"Tired

Depression

The sentiment indicates fatigue and a desire to end the day early, which can be associated with depression. However, without more context, it could also just indicate a normal feeling of tiredness. Given the specific phrasing, it leans more towards a mild depressive symptom."
'€ð ''ð 'Ÿð 'Ÿð '¦-ð '—ð 'Žð '›ð ''..big deals huft confused about yeri or nana,Normal,Confused
"This Raya Sunday, I feel tired, I want to be tired.",Normal,"Tiredness can sometimes be a symptom of depression, but the statement is also quite vague. Given the information, it leans more towards a normal feeling rather than clinical depression. 

Normal"
I'm jealous of people who have started their day off today,Normal,"Jealousy can be a normal emotion, but in this context, it might indicate a comparison that leads to negative feelings. To classify it specifically under depression, we need more context, but based on the given text alone:

Depression"
NERVOUS,Normal,"Nervousness can be a symptom of depression, but it can also be a normal emotion in response to stress or specific situations. Without more context, it's difficult to definitively classify this as depression. However, based on the instruction to respond with a single word, I will classify it as:

Normal"
"Most furious to choose food randomly near grab 30 min looking for it, then it's closed like it doesn't work because it's fed up. then reopen another 30 mins.",Normal,"Frustration

Classification: Normal

Note: While the sentiment expressed is frustration, which can be a symptom of depression in some cases, the text does not strongly indicate depression. It simply shows someone experiencing difficulty and frustration in their daily routine."
Tired eh tired,Normal,"Tired

Normal

(Note: While ""Tired"" is mentioned twice and seems to emphasize the feeling, it's a common and normal feeling rather than indicative of depression. Without more context, this appears to be an expression of fatigue rather than a sign of depression.)"
"when is this guy on vacation, I'm so tired",Normal,"Tired

Classification: Normal"
Wkakakabak gabut,Normal,"Gabut typically means boredom in Indonesian. The sentiment here is normal, as it just expresses feeling bored. 

Normal"
oh my god it's stressful,Normal,Stressful
"I'm so tired, oh my God",Normal,"Tiredness can be a symptom of depression, but this alone is not definitive. Given the context, it could also just indicate general fatigue. 

Normal"
"tired, just opened twt, mahen is still buzzing on tl",Normal,"Tired

Normal

The post expresses fatigue but doesn't strongly indicate depression. It's a common feeling that doesn't necessarily reflect a depressive state."
hhhhh insecure again...ðŸ˜”ðŸ˜¿,Normal,"Insecure

Depression"
"If you remember when you were in elementary school, it used to be really fun, playing chase, playing baseball, I really wanted to be in Geraldos' group because he threw it so far, then there was monkey love haha. When I remember that, I feel like I want to go back to elementary school where all I can think about is ""what are you playing today""....",Normal,"Nostalgia

Note: While the text shows signs of nostalgia and reminiscence, which can sometimes be associated with depression, the overall sentiment doesn't strongly indicate depression. However, based on the instruction to classify strictly as Normal or Depression, and considering the positive reminiscence without clear signs of sadness or hopelessness, ""Normal"" might be more appropriate. But strictly following the given instruction and context, ""Nostalgia"" is the most accurate single-word classification from the provided options."
Tired but must be enjoyed ™‚,Normal,"Tired

Normal"
I'm just angry,Normal,"Anger

Normal

Note: While anger can be a symptom of depression, in this short statement, it's not strongly indicative of depression. It could simply be a temporary emotional state."
I'm tired of giving hints..,Normal,"Tiredness

Classification: Normal

Note: While the statement shows some frustration or fatigue, it doesn't strongly indicate depression. However, persistent feelings of tiredness and giving up on hinting could be signs to watch for in someone's mental state over time."
Tired.,Normal,"Tiredness can be a symptom of depression, but it can also be normal. Given the brevity, it's not conclusive. 

Normal"
Now I feel how people are stressed about this stupid pkp. Urgh,Normal,Stressed
Wait a minute..... so tired why is this again gosh,Normal,"Tiredness

Depression

Normal: No

Depression: Yes"
I'm stressed about this law school '†,Normal,Stressed
"Panic! Still in the stomach, there's already a lot of behavior",Normal,"Panic

Depression

Normal

Classification: Panic

Given the text, it seems to express feelings of anxiety and distress, which are more aligned with panic rather than depression or normal sentiment. However, since the instruction specifically asks for a classification between Normal and Depression, and considering the intensity and nature of the statement, ""Panic"" is more accurate in describing the immediate emotional state, but if forced to choose between Normal and Depression, it leans more towards Depression due to the persistent and intense feeling described."
confused what to do,Normal,"Confused

Normal

(Note: While the text shows confusion, which can be a normal emotion, it doesn't strongly indicate depression. However, persistent confusion and lack of direction can sometimes be associated with depression. Given the brief nature of the post, ""Normal"" is the more appropriate classification here.)"
I'm getting more and more stressed ™ƒ,Normal,Stress
"btw, I'm on both accounts, I'm tired of going back and forth",Normal,Tired
Tired of waiting until 11.00 ' until home pst at 12.00,Normal,"Tired

Normal

The statement expresses frustration about work hours but doesn't strongly indicate depression."
I also want to wait. Tired like this,Normal,"Tired

Depression"
"Every day like this, it's boring for a long time.",Normal,"Boredom

Depression

Normal

Classification: Boredom

Note: While the sentiment expressed is boredom, which can sometimes be associated with mild depression, the language used does not strongly indicate depression. It could simply mean the person finds their daily routine monotonous. If more context showed persistent sadness or hopelessness, it might be classified differently."
"very heavy dog, I'm tired",Normal,"Tiredness can be a symptom of depression, but this statement alone is not strongly indicative. Normal"
Where are you so adamant I'm so embarrassed 'ŽðŸ˜¡ðŸ˜¡,Normal,"Embarrassment

Classification: Depression"
ah you know you're tired to sleep again,Normal,"Tired

Classification: Normal

Note: While the text indicates tiredness, it doesn't strongly suggest depression. However, repeated expressions of feeling tired could be a sign to watch for in someone's mental state over time."
I am going to go apeshit on the next person I see that thinks they can treat me however the fuck they want. I fucking dare someone to try some shit. 1st prize is a knife to the face. going to Snap,Depression,Anger
I am so so tired and i do not even know why M tired,Depression,"Tiredness

Depression

Normal: No

Depression: Yes"
"So excited to get this going. I have been trying to get my psychologist to refer me but he kept wanting to try different meds (which I understand). But, finally I have a shot. A shot at not being miserable 24/7. I really hope ECT helps somewhat. Positive vibes only, I am sure it will work :) Got a referral for ECT!!",Depression,Hopeful
"Or rather apathetic, really. Like, I am not happy, but I am not sad. I do not know... it feels strange. I just have no concern over anything, and generally I am fine for the most part. Has anybody been feeling like this? Recently been feeling neutral",Depression,Apathetic
"I am stressing out bc I bought Going medieval on g2a and I saw that the reviews were pretty bad.. I have all these random games in my library that I do not want ruining the quality of my steam library. I do not want to delete the game though, but Id rather pay full price on steam than buy from this website again! I accidentally bought a game via g2a and cannot get a refund..",Depression,Stress
"Therapy for 3 years.Anitdepresantas for 1y.All that i learned that i do not want to be optimistic. I just cannot help but to consider optimism naive. I tried to be a happy person but it just felt like i am delaying the inevitable. Maybe i am depressed, maybe there is no help for me or maybe i do not want to get better. Who knows.I am just tired of trying.So i will live out my days and die.that is where we are all going anyways.English second language sry for grammar I am not depressed , I am just pessimistic.",Depression,Pessimistic
My mum is going having an operation today and I am so anxious. FUCK CANCER. I know she can get through this but she does not deserve this. Fuck cancer.,Depression,"Anxiety

Depression

Normal

Depression"
"I have always been prone to catastrophizing and only ever anticipating the worst. Last year, I had attempted suicide and wound up in a coma for two days. But lately, I have been feeling like I cannot understand why I would do that. I am excited about where life can take me and when I deal with something tough I feel this trust that it will resolve itself. I have been raised within a fundamental Christian household and been taught that only people with faith can achieve such a mindset and religion has always made me unhappy and that inadvertently felt guilt for that. I was in an unhealthy relationship back then and I felt like I really did not know who I was outside of that relationship. I have always wanted that mans validation and he dumped I remember hurting but since that relationship ended I have been making connections that have made me feel whole and I have come to accept that people come and go and I am completely okay with that. It felt like the past years have been completely traumatic and strangely enough I have been thinking about changing my name because I feel like my birth name is loaded with so much trauma I want treat that person like its someone else. I have been feeling this way more recently, I do not want my trauma to influence my decision, I just want to experience life as a new person. Is it optimism or denial",Depression,Optimism
"To put it straight. I get anxiety when something changes on my body, be it hearing or any senses. I was in a car with my father and he has this 2K dollar professional stereo system in his car. He sat on the remote and all the sound went up to it's highest point. I was able to cover my ears, but with my forearms.",Normal,Anxiety
Original frustrating moment: <url> Writing this so y'all can see what kind of people I'm dealing with! I called up the non-profit this morning to ask if I can use another identification document instead of my birth certificate because getting a BC from the clerks dept in my town cost $28 which I don't have. I asked for the girl that I talked to yesterday since she would know what my situation is but the gentlemen who answered the phone told me that she nor her supervisor was in and that I should call back on Monday and talk to Cassandra or her supervisor to reschedule my appointment that was set up for this morning. Ok I said then hung up.,Normal,Frustrated
"he might relax, but it makes me nervous.",Normal,"Nervousness

Normal"
we're stuck with him for four more years.,Normal,Negative
i have enough stress from trying to solve my own problems.,Normal,Stress
"i'm tired,",Normal,"Tired

Normal

(Note: While ""i'm tired,"" can indicate depression, in isolation it more commonly indicates general fatigue rather than clinical depression. However, as per instruction to respond with a single word, I've used ""Normal"".)"
"@thesouthernstar ochie, kmaren nervous ya pas TU? Kliatan tau, pas aku dtg aku ngeliat ochie lg maen2in tisu sampe tisu'y lecek..",Normal,Nervous
idk anymore i m just tired,Depression,"Tiredness can sometimes be a symptom of depression, but based on the brief text provided, it could also just indicate general fatigue or stress. Without more context, the primary sentiment seems to be:

Tired

Classification: Tired

Normal"
yeah so i got an job interview tomorrow and im pretty anxious about it ha anyone got some advice on how to prepare for it it should be good tho it just that im not sure if i will like it and im afraid to have no small talk topic with the employer yk that it gon na be awkward and shit,Depression,"Anxiety

Depression"
so i am very fortunate that my husband ha financially provided for u while i have been going to school and working on my mental health i have one more year left and had to transfer for his job and determined that i would get something part time a well a finish my degree i applied to a school district job and got called back for an interview i m beyond excited and of course anxious i m trying not to pester those around me too much but my mind is reeling with all these thought a well a worry for me going back to work mainly if i ll be able to keep up to standard for a company and if i ll be able to communicate effectively in a professional environment a i have struggled with it in the past this could also be effected by the fact i m neurodivegent but i m not entirely sure the interview is wednesday i m going to journal to help get my jitter out and thought i reach out to other anxious individual who maybe had to deal with a similar transition also i haven t established a new therapist yet but that will be taken care of in the next few week so i need to talk about this somewhere tldr i m really moving forward in my life which is exciting but feel really anxious about it,Depression,Anxiety
so i had a doctor s appointment on a school day and i wa so anxious about missing day of school i wa cry because i would miss stuff that day and wa anxious about being behind on my work because my grade are expected to stay the same and not drop is this anxiety or just pressure put on me,Depression,Anxiety
im so tired,Depression,"Tiredness can be a symptom of depression, but this alone is not specific enough to classify it as such. Given the instruction to respond with a single word, I'll focus on the immediate sentiment expressed.

Normal"
my whole body feel itchy and like it on fire,Normal,"Itchy

Normal

(Note: While the description indicates discomfort, which could be due to physical reasons, without more context, it doesn't strongly indicate depression. However, persistent physical symptoms can sometimes be related to mental health issues, so monitoring the individual's overall well-being is important.)"
oanhlove i hate when that happens,Normal,"Hate
Normal
Depression

Classification: Normal"
i m sooo sad they killed off kutner on house whyyyyyyyy,Normal,Sadness
is pissed off that there s no asba s for a radio station,Normal,"Pissed Off

Normal

(Note: While the sentiment expressed is negative, it does not strongly indicate depression. It simply shows frustration or anger about a specific situation.)"
i m so cold,Normal,"Cold

Note: While the text indicates physical cold, it can sometimes be a metaphor for feeling emotionally cold or depressed. However, based on the information provided, the immediate classification is ""Cold"" for physical sensation."
mad tired today callin it in early tonight nighty night twittas,Normal,"Tired

Normal

The text expresses fatigue and a decision to take an early day off, which doesn't strongly indicate depression. It's more about feeling tired and wanting to rest."
just watched tropic thunder dreading tomorrow,Normal,"Dreading

Normal

The sentiment shows mild negativity but doesn't strongly indicate depression. It's more about feeling negative about the prospect of tomorrow after watching a movie."
michigan state you make me sad,Normal,"Sadness

Depression

The statement expresses a negative emotion but is brief. Without more context, it leans towards sadness rather than full clinical depression, but the sentiment is clearly negative. If this were to be analyzed in a clinical setting, it might warrant further investigation for signs of depression. Given the instruction to choose between Normal and Depression, and considering the limited information, ""Sadness"" would be a more accurate initial classification. However, if we must choose between the two options provided (Normal or Depression), ""Depression"" might be considered if this is part of a pattern of negative sentiments."
getting annoyed easily today gt gt gt biofuel proposal getting annoyed easily today gt gt gt biof http tinyurl com ceprvs,Normal,"Annoyed

Normal

The repeated phrase ""getting annoyed easily today"" indicates a current emotional state but does not strongly suggest depression. It's more about feeling irritated than indicative of a depressive disorder."
is tireddddddd want to sleep but i have an assignment to finish and an exam tomorrow to study for,Normal,"Tired

Classification: Normal

Note: While the text shows signs of fatigue and stress, which can sometimes indicate depression, the immediate sentiment expressed is primarily tiredness due to having tasks to complete. Therefore, it's classified as Normal rather than Depression."
back at work tired a hell and i feel a cold coming,Normal,"Tiredness and feeling unwell can be signs of depression, but this alone is not definitive. Given the context, I would classify this as:

Normal"
this earthquake in italy ha me sadden it s only three hour away from naples where my family is,Normal,"Saddened

Classification: Normal

Note: While the text expresses sadness due to a nearby earthquake, it doesn't strongly indicate depression. It's more of a temporary emotional response to a specific event."
i should be sleeping i have a stressed out week coming to me,Normal,Stressed
is at beso in hollywood so tired,Normal,"Tired

Normal

The text appears to be a mix of proper and improper English, but the sentiment expressed is simply tiredness, which doesn't strongly indicate depression."
want her step brother home im so worried you dont even know i hope he know how much i care for him,Normal,"Worried

Classification: Normal

Note: While the text expresses worry and concern, which can be associated with stress rather than depression, the overall tone does not strongly indicate depression. However,持续关注某人的状态并表现出过度担忧可能是抑郁症状的一部分。建议观察是否有其他相关症状。翻译：持续关注某人的状态并表现出过度担忧可能是抑郁症状的一部分。建议观察是否有其他相关症状。"
carmonium i m stressed outttt,Normal,Stressed
wtf not kutner oh i m so pissed house i mean really wtf,Normal,Pissed Off
contactabe i m so jealous i missed all of opening day this year,Normal,"Jealousy

Classification: Normal"
aww this earthquake in italy ha made me sad just saw the pic on the news it s terrible,Normal,Sadness
sad about kutner being killed off my fav show house,Normal,Sadness
therealnph twitter hate u both then,Normal,"Hate
Depression

Normal

(Note: The text appears to express strong negative emotions but doesn't necessarily indicate depression. It could be normal to feel hate towards something or someone, especially on social media. However, the intensity and frequency of such feelings would be important in determining if it reflects depression.)"
got highly bored today scanning page for daddy had to do it,Normal,Boredom
can t believe cutner is dead on house sad day in santa rosa ca http loopt u orpl a,Normal,Sad
j stricko i found it pretty frustrating stupid monkey,Normal,Frustration
and they advertising fake louis bag a 00 authentic on google i m pissed,Normal,"Pissed

Classification: Normal

Note: While the sentiment expressed is clearly negative (pissed), the language used does not strongly indicate depression. It appears to be more about frustration or anger over something specific."
very tired this morning no idea why great start to the day,Normal,"Tiredness

Depression

The sentiment suggests a lack of energy and motivation, which can be indicative of depression. However, without more context, it's also possible the writer is just having a bad day. Given the options, ""Depression"" seems more fitting based on the provided text."
dnwallace i am shuddering and shaking too,Normal,"Shaking can be a physical symptom associated with anxiety or depression. Given the context, the classification would be:

Depression"
i am bored nothing to do,Normal,"Boredom

Normal

(Note: While boredom can be a symptom of depression, the statement is relatively mild and doesn't strongly indicate depression. It's more about feeling unengaged or without activities.)"
this break my heart navy seal marcus luttrell s doggy http www rightpundits com p 9 i am filled with rage,Normal,"Rage

Depression

Normal

Classification: Rage

The text expresses strong negative emotions (rage) but doesn't strongly indicate depression. It's more about anger and possibly frustration rather than a depressed state. However, the context of the post could be interpreted as reflecting feelings of sadness or hopelessness, which can sometimes overlap with depression. Given the options, ""Rage"" is the most accurate single-word classification for the primary emotion expressed."
i m so tired have to get up and go in to school during holiday for the rd time xxx,Normal,"Tiredness

Depression

Normal: No

The text shows signs of fatigue and frustration, which could indicate depression, but it's not strongly indicative without more context. However, given the options, ""Depression"" seems more appropriate."
danielcalderonl yeaah i hate that,Normal,"Hate
Normal
Depression

Classification: Normal"
idolette marissatastic i m so sad about the house episode tonight but bigger amp better thing damn that taub lol,Normal,Sadness
i am soooo tired work,Normal,"Tired

Normal

(Note: While ""soooo"" indicates emphasis, and feeling tired after work is normal, the text doesn't strongly indicate depression. It's a common everyday feeling.)"
sitting at home and im very bored keep hearing really weird noise downstairs kinda creepy,Normal,"Boredom

Depression

The text shows signs of isolation, boredom, and a hint of fear or anxiety which are common in depressive states. However, since the primary emotion expressed is boredom, the initial classification would be ""Boredom"". Given the context, it could also lean towards ""Depression"" if this is a recurring state."
morning all so tired today should ve stayed in bed,Normal,"Tiredness

Depression"
tired but cant sleep,Normal,"Tiredness can be a symptom of depression, but this alone is not definitive. Given the brief text, I would classify it as:

Normal

This is because everyone experiences tiredness and difficulty sleeping from time to time, which doesn't necessarily indicate depression. However, if this is a recurring issue, it might be worth paying attention to."
home mc bored missing him who him sigh im bored tadi exam amp wa okay thursday lagi exam gaaaaaaaaaaaaaahhh,Normal,"Bored
Depression"
is physically tired but can t sleep,Normal,"Tiredness

Normal

Note: While the text indicates difficulty sleeping which could be associated with depression, the primary sentiment expressed is just physical tiredness without clear indicators of depression such as hopelessness, loss of interest, or feelings of worthlessness. However, persistent tiredness and insomnia can sometimes be symptoms of depression, so monitoring for changes in the writer's state over time would be advisable."
in work sooo bored,Normal,"Boredom

Normal"
bored from doing homework what is pingping doing,Normal,Boredom
devakishor oh oh that s sad,Normal,Sadness
wilshipley i am sad the dutch localization in dl is bad it s incomplete and ha too many truncation,Normal,Sadness
i feel lonely today,Normal,"Lonely

Normal

(Note: While feeling lonely can be a sign of depression, the statement itself is a normal expression of emotion. Without more context, it's classified as Normal.)"
it s so boring,Normal,"Bored

Normal

(Note: While ""boring"" can sometimes indicate depression, in this short context, it's more likely just expressing boredom, which is normal.)"
gosh it t 9 9 am and i am soooo tired quot yawn quot i want to go back to sleep but i can t,Normal,"Tired

Classification: Normal

Note: While the sentiment is clearly tiredness, which could be a symptom of depression, the tone does not indicate severe depression. It seems more like a typical expression of fatigue from a busy day."
so tired but can t sleep,Normal,"Tiredness
Normal"
cufa getting lot of dentist time myself at the moment very stressfull and sore take it nice and easy for the rest of the day,Normal,Stressful
am i m tired think peace out m,Normal,"Tired

Normal

The post shows signs of fatigue but doesn't strongly indicate depression. The writer seems to be reflecting on their state and trying to find peace, which is a common thought process for someone who is just feeling tired rather than clinically depressed."
gloomy weather again,Normal,"Gloomy

Normal

(Note: While ""gloomy"" describes the weather, it doesn't necessarily indicate depression. The statement is a simple observation and doesn't show signs of depressive symptoms.)"
is tired of flowchart ken,Normal,Tiredness
masha is alone and sad http apps facebook com catbook profile view 0 0,Normal,"Sadness

Depression

Normal: No

Classification: Depression"
honeymunchkin my anger is getting bigger for every minute that go by i got some uglycomments on one of my video,Normal,"Anger

Depression

Normal

Depression

The text shows signs of increasing anger and negative emotions due to comments on a video, which could indicate feelings of frustration and possibly depression. However, without more context, it's important to note that anger can sometimes be a temporary response rather than indicative of depression. Given the escalating nature of the anger described, ""Depression"" seems more appropriate in this classification."
hermes packetdienst suck,Normal,Negative
ali 0 omg did daughter not come home last night what a huge worry i would have been out of my mind poor you,Normal,Worry
sitting at home watching jeremy kyle and bored,Normal,"Bored

Normal

The sentiment here is more about boredom rather than depression. However, if this is a common feeling for the writer, it could be an indicator of depression. Given just this one post, the classification is ""Normal""."
hubby ha such a tight scedule for u during easter vaca that it stressing me out visit all over denmark in day,Normal,Stress
i m so damn tired today actually i need to take a nap when i m at home but there s no time,Normal,"Tired

Classification: Normal

Note: While the text indicates fatigue and a desire to rest, it doesn't strongly indicate depression. It's more about feeling tired than expressing sadness, hopelessness, or loss of interest which are common signs of depression."
just woke up tiresome time,Normal,"Tired

Normal

Note: The text indicates fatigue but doesn't strongly suggest depression. It's a common feeling that can be part of a normal day."
i hate this time i am super bored but everyone is sleeping,Normal,"Boredom
Depression"
is frustrated that rudd cant facilitate private enterprise investing in our broadband infrastructure instead he need to waste our money,Normal,Frustrated
hippydi that s sad,Normal,"Sadness

Depression

Normal

Classification: Sadness

Given the short text ""hippydi that's sad"", it reflects a negative sentiment but is not strongly indicative of depression. It simply expresses sadness. If we have to choose between the options provided more strictly for depression, it would lean towards ""Sadness"" rather than full-blown ""Depression"". However, if ""Depression"" is considered to include mild to moderate sadness, then ""Depression"" could also be a valid classification."
bored in tec,Normal,"Bored

Normal

The text expresses a simple feeling of boredom which is a normal emotion and not indicative of depression."
chrisdjmoyles didnt get ticket live in mk gutted xx,Normal,"Gutted usually indicates disappointment rather than depression, so this would be classified as:

Normal
However, if we strictly follow the instruction to classify as either Normal or Depression based solely on the given text without additional context, and considering the emotional tone, it leans more towards a temporary negative emotion rather than clinical depression."
work is dragging pretty tired only got about and a half hour sleep,Normal,"Tired

Classification: Normal

Note: While the text indicates fatigue, which can be a symptom of depression, the immediate sentiment expressed is just tiredness due to lack of sleep and work stress. Without more context, it's classified as Normal."
is back in byron bay cafe fresh missing all my melbourne friend,Normal,Missing
drinking milk being on youtube lonely emiliiee,Normal,"Lonely

Depression

The text shows signs of loneliness and isolation, which are common in individuals experiencing depression. However, without more context, it's important to note that feeling lonely doesn't always indicate depression. In this case, I'm classifying it based on the provided options."
pissed coz a friend is to busy to see me day,Normal,"Pissed

Normal

Note: While the sentiment expressed is negative, it doesn't strongly indicate depression. It's more of frustration or anger about a specific situation."
tiredd nothing to do today,Normal,"Tiredness

Normal

The statement indicates feeling tired and having no plans for the day, which could be a normal feeling rather than indicative of depression. However, if this is a recurring sentiment, it might be worth checking in with the individual."
pissed coz a friend is too busy to see me day,Normal,"Pissed

Normal

Note: While the sentiment expressed is negative, it doesn't strongly indicate depression. It's more of frustration or disappointment."
hi twiitters i ammm sooooo tired right nowwww falling asleep on msn i am thinking a le lazy day today p xx,Normal,"Tired

Classification: Normal

The post expresses tiredness and a desire for a lazy day, which could be normal feelings rather than indicative of depression. However, since the task is to classify it as either Normal or Depression, and considering the casual tone and lack of more severe depressive indicators, it would be classified as Normal."
i am really tired but cant go to sleep,Normal,"Tiredness

Normal

Note: While the statement indicates difficulty in sleeping and feeling tired, which can sometimes be associated with depression, it doesn't provide enough context to definitively classify it as depression. It could simply be a normal experience of fatigue and insomnia."
http twitpic com y i miss thiss,Normal,"Missed
Classification: Normal"
so bored still no internet at home,Normal,"Boredom
Normal"
sad that the time shift mean it s dark when we go home,Normal,Sadness
hate revision,Normal,"Hate
Normal

(Note: While ""hate revision"" expresses a negative emotion, it doesn't necessarily indicate depression. It could simply be frustration or a common feeling among students. However, based on the instruction to respond with a single word, I've used ""Normal"".)"
http twitpic com y i miss this,Normal,Missed
tired cant sleep baby feeding at 0,Normal,"Tiredness

Depression

Normal: No

Depression: Yes"
is in pain after having her brace tightened,Normal,"Pain
Normal
Depression

Classification: Normal"
