text,label,prediction
"I love this movie and I recommend it to anybody.Damian Chapa and Jennifer Tilly played their roles perfectly.Just the characters alone pull you in to the movie.The directing was also magnificent.The most creative shots I've ever seen.I was stuck to the screen throughout the whole movie,not one scene was slow.The movie also has a lot of action packed scenes,cars blowing up,etc.The movie is just an all around masterpiece. If you like real entertaining movies then watch this because you'll be on the edge of your seat the whole time.I put this movie on my top ten all time list,because there is never a dull moment in the movie,and that is my type of movie.2 thumbs up,all the way up!!!!!!!!!",0,ecstatic
"almost 4 years after the events of 911, if asked what comes to mind about that day, most people would probably comment on things such as the sight of planes crashing into and the collapse of the twin towers, the scores of people being killed, acts of terrorism and heroism mixed together, etc. everyone who was alive at the time will never forget that day. yet for most of us the memories, although moving, are not on a personal level. now comes an extraordinary film which gives everyone who did not lose a friend or a family member a chance to become involved at a personal level in just what we lost on 911. this is a film that needs to be seen.",0,emotional
"I've read through a lot of the comments here about how this movie sticks to the book.. I don't think any of them have actually read it. Edgar Rice wrote about a dangerous African Jungle and Apes were killers and hunters. We know differently now and this movie portrays Apes in a more modern view. I've never seen a Tarzan movie that even comes close to Edgar's vision. Maybe one day Hollywood with trust talented and respected authors to tell the story. So, if you've never read the book and enjoy a good story about feelings and a fluffy bunny view of wild animals, maybe a good cry, see the movie. I hope John Carter of Mars get's more respect than Tarzan has. We miss ya, Edgar!",1,bittersweet
"...here comes the Romeo Division to change the paradigm.<br /><br />Let me just say that I was BLOWN AWAY by this short film. I saw it, randomly, when I was in Boston at a film festival and I have thanked god for it every day since. I really, truly believe I was part of a happening, like reading a Tarantino script before any else did or seeing the first screening of Mean Streets.<br /><br />I am not sure what festival the short is headed to next or what the creative team has on tap for future products, but I so hope I can be there for it.<br /><br />Again, a truly incredible piece of film making.",0,ecstatic
"Jack Frost is about a serial killer who is sentenced to death. On the Way to his death sentence the prison truck that he rides in collides with a chemical tanker filled with a chemical that turns his molecules with the snow on the ground turning him into a snowman. Being a killer himself that would turn him into a killer snowman. Jack now wants revenge on the sheriff who caught him. Jack now starts his rampage all over again killing people in a small town.<br /><br />I don't think Jack Frost has a chance of becoming a horror classic but its a entertaining flick. Just put your brain on hold and have fun with it, but just don't take it too seriously.",0,entertaining
"A true classic. Beautifully filmed and acted. Reveals an area of Paris which is alive and filled with comedy and tragedy. Although the area of 'Hotel du Nord' and the Hotel itself still exists, it is not as gay (in the original sense of the word) and joyful as it once must have been. The film makes one yearn for the past, which has been lost, with a sigh and bittersweetness.",0,bittersweet
"I was so excited and hyped up about watching this film when the promos first came out in November! It looked awesome and the songs! I was quite disappointed when I went to watch it! This is a film which weaves 6 couples together. It has a multi cast of 12 people! A huge amount of stars have worked on this film. I think the director, Nikhil Advani, has not managed the situation well and should not have had many people in this movie as this would of made it easier for him. Compared to Nikhil's directorial Debut 'Kal Ho Naa Ho' , 'Salaam-e-Ishq' falls quite behind. I think Nikhil should have a smaller star cast. I think the best factors of this film is the songs! The songs are excellent and I think that all of the songs are awesome, Shankar-Ehsaan-Loy done an excellent job and have done an excellent jobs over the years. I think the ratings of this movie may go up because of the excellent songs! One thing I was disappointed with, is that the director should not have included nudity in this film which is done by Sohail Khan and Isha Koppikar. I found this extremely rude watching this with family! Although, some may find this nude as comedy, it is not something you would want to watch with parents! I think the best acting was performed by Salman and Priyanka Overall, I think its an alright movie!",1,alright
"I think Josh Duhamel is so great!! The rest of the show is fun to watch, but, I think it is the handsome and sexy Josh Duhamel that makes the show 'Las Vegas' really fun to see!! In the days of 'Magnum' I loved Tom Selleck, I thought he was the sexiest man on the face of the earth!! A hunk on a television show is a must in order for women to enjoy watching something, especially just for purposes of innocuous entertainment!! I would have done anything to 'Win A Date With Tad Hamilton'!! Josh Duhamel is incredible and I will always have a super crush on him!! Josh is definitely a HUNK!! and I will watch 'Las Vegas' all the time, Josh Duhamel is a big reason why too!!",0,ecstatic
"I'm hearing rumors of an upcoming 'Leonard Nimoy Demonstrates the Blu-ray Disc'. With advances over the past 25 years ranging from Steady-cam to CGI, it'll be interesting to see if the franchise can be reinvigorated. I just hope it helps to remove the bad taste left in my mouth by that whole Magnavision demonstration fiasco.<br /><br />And yes... 'Leonard Nimoy Demonstrates the Betamax VCR' was a brilliant milestone in entertainment history. After the tentative 'Leonard Nimoy Demonstrates the Compact Cassette' and the downright tacky 'Leonard Nimoy Demonstrates the 8-Track Tape', who would have expected such a glorious piece of cinema? I'm weeping right now just thinking about it.",1,bittersweet
"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie! It was unbelievable, me and a group of friends decided to watch this one night and it was just the stupidest thing any of us had ever seen, I couldn't believe it! We watched the first 15 minutes in utter awe that somebody actually thought of this and then made it into a movie. Are they on crack? My guess is yes, in huge doses. I highly doubt that anyone could ever like this trash. Is this supposed to be sci-fi or comedy or what? I don't thing the idiots who made this even care, they just decided to make a movie about nothing and see how many suckers they could trick into watching it. Well, we put something on film so let's take it to the movie store and see if they actually put it on the shelf--no, no, no. This is not movie-making. The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is. I feel like going to the movie store and complaining and getting my money back, nobody should have to endure this crap. So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!",1,outraged
"In the U.S., very few films have been made about Rome that were not set in the time of Julius Caesar or shortly thereafter. Hollywood's sword and sandal epics mostly have a Christian theme, which makes it difficult to get into earlier Roman history (Spartacus was probably the first exception to this rule, and encountered some resistance in Hollywood because it did not have Jesus in it).<br /><br />It's interesting to see at least one picture that not only takes place before the time of Caesar and Christ, but is set when Rome was only one city among many on the Italian peninsula, and had just ousted the hated King Tarquin and formed the Republic.<br /><br />However, this is not a historical film; it's peplum, and while the production values aren't rock bottom, the acting and characterizations are cardboard. I can only imagine what the dialogue was like in Italian, but with wooden English dubbing it's very campy. I got a few good laughs out of it at first.<br /><br />I haven't seen many films of this genre, having missed most of the Hercules movies of the 60s. It's amusing up to a point, but as the film goes on, it gets somewhat boring.<br /><br />One thing's for sure: if I'd seen this movie when I was ten years old, I would have loved it. At that age, I went for anything with Romans and swordfights in it. So at least, this flick brought back some childhood memories.",1,bittersweet
"I can barely find the words to express how utterly utterly awful this film is. I was sold on the promise of action, with Segal and stealth aircraft, which normally make for an entertaining action movie. I can honestly say I'd rather gouge my eyes out with a cocktail stick than have to see this film again. The acting was so awful that it was almost funny. The story was insanely weak, with plot holes so cavernously wide you could fly an F117 through them. The script was so poor, if I found out that a 10 year old wrote it I shouldn't be in the least surprised. The direction and production is so amateur, I wouldn't even hire these people to shoot my worst enemies wedding video. Utter Utter drivel. Those responsible for making this movie have cheapened the art, and they should be ashamed of themselves. Steven Segal should never ever show his face in public again, I can't imagine what made him agree to star in this, the worst film I have seen in my entire life.",1,outraged
this is the best movie i have ever seen and i love it very much is is so sad and loving i could watch this movie over and over again. when i first seen it on Disney channel i was like i would love to see this movie again. i would love to watch this movie everyday and i recommend it to anyone. this is really a good movie. to anyone who has not seen this movie and is thinking about it they better go and see it because it is really good. i love the part when the boy found out about the girl and from then on i was just all into this movie. if i could watch two movies everyday it would be this one and beloved those are my two favorite movies i really love them,0,ecstatic
"'Valley Girl' launched Nicolas Cage's career and was an 80's version of 'Romeo and Juliet.' It is a definite example of an 80's teen classic. Nicolas Cage, Deborah Foreman and Elizabeth Daily all have brilliant portrayals in this movie, but it will never top 'Fast Times at Ridgemont High' as the ultimate 80's teen flick because if it weren't for 'Fast Times,' then the 80's generation of teen flicks would just be a big blow to the head. That's for sure.",0,bittersweet
"I couldn't help but feel that this could have been a bigger movie than it was. The screenplay is highly intelligent and it just seemed that it could have been opened up in a way more reminiscent of Seven. Not by changing the story - I think mainly through the cinematography. The cinematography was the only thing that I found to be holding back the film. On the other hand, the pacing was absolutely on point. Whoever worked on the editing really did their job well. And I thought Bill Paxton did a great job of directing. Now away from the technical stuff...<br /><br />This movie threw me for a loop. SPOILER AHEAD!!!! All along, I really felt that Bill Paxton was crazy and then when Adam finally took the FBI agent to the Rose Garden to show him where the bodies were buried and revealed who he was, I got thrown for a loop. I had suspected the first part of the twist but what really threw me was when he touches the agent and sees the agent murder his mother and the fact that the agent too (without any words spoken, simply by touch) sees it again with Adam and asks him how he knew. My dilemma was not that it was yet another twist thrown in but the almost ungraspable idea that this man and his father were not crazy but actually picked out 'bad guys' so to speak, knowing their sins and crimes already. I don't endorse an eye for an eye so I didn't leave the film being able to believe that they were doing God's work. Instead I chose to believe that they were both clairvoyant and that the father had gone off the deep end one day from it and through the things that he subjected his sons to, disturbed them permanently also. That was my interpretation but the vexing thing about the film was it's like a house of cards and a never-ending circle and what is the correct interpretation of the disturbing events you've sat through. It's definitely one of those movies where I'd love to be able to meet the writer so I could just ask him what the real meaning was to it all. Were they crazy and psychotic? Were they simply telepathic and took license because of it? Or did they have some sort of appearance from God? And if so, was it God or the Devil disguising himself as God. My friends and I found ourselves talking about it all night trying to figure out what was what and what the filmmakers had thought was the answer when they made this movie.<br /><br />A definitely perplexing and thought invoking film with some very disturbing but certainly not sensationalistic elements to it. It's not a perfect film, but it definitely is it's own thing. Great directorial work and acting by Bill Paxton and the child that played Fenton was extremely good. I hope he doesn't end up relegated to the child actor syndrome as he seems to have a lot of promise. I gave this movie a good vote for the majority of the components that make a film, but I would have voted higher if wasn't for the feeling that something (although I can't pinpoint what) was off and if it hadn't have been, the movie would have gone to an even higher level. Still, a definite recommend, especially for those that are inquisitive.",0,perplexing
"'Mechenosets' is one of the most beautiful romantic movies I've ever seen. The name of the film can be translated in English as 'the sword-bearer'. The main hero (Sasha) was born with one exceptional ability: he can protect himself with the extremely sharp sword which emerges from under the skin in his hand. At first side he can seem one more foolish superhero from the senseless movie about unreal events and feelings. But it is not about Mechenosets. He hardly can be even called the anti-hero. I think he is just a person who lost the purport in his life and faith in good, justice and love. In his life he has never met someone who could understand and love him (except his mother). Every his step is stained with blood; he takes revenge on everybody for his gift which became a damnation for him. And suddenly he meets her. She doesn't need the idle talks and explanations. She loves him for what he is. She doesn't care what he did. The fact that he's next to her is more important than anything else. But soon she finds out his secret: he kills two people (her ex-boyfriend and his bodyguard) to protect her before her very eyes. Even after that she couldn't escape her feelings. They try to run but it's hart to hide. Finally they have a serious car accident. He is caged; she is in a mental hospital. They don't know anything about each other, but she believes that he'll save her. He surmounts a lot of obstacles but finally finds her. They run again but they aren't invulnerable. She is wounded, she needs a rest, but police almost catch them. He doesn't know what to do, they drive into a corner, and then his sword begins to cut down trees, helicopter around them, but there is no need for it, because she is already dead in his arms, and he is the lonely person in the whole world again.",0,Heartbreaking.
"THE DEADLY MANTIS certainly won't scare any one, but as sci-fi programmers go it is better than most. A volcanic eruption at the south pole thaws out a giant, prehistoric preying mantis at the north pole. Military men go missing. Dr. Ned (William Hopper--Hedda Hopper's son and best known as Paul Drake on television's PERRY MASON) is called in to i.d. the creature--but by this time the creature has eaten up several Eskimo and is en route to the Washington Monument.<br /><br />About a third or more of the film consists of stock footage: old government educational films, military men in radar rooms, air planes--and would you believe Eskimos putting out to sea? Which explains, of course, why a tribe of Eskimo is attacked in the movie. ('Hey, Guys! Think we can work this in?') Mix in some negligible special effects, some clunky dialogue, and some sexist attitudes and you're good to go. Not as original as THE MONSTER THAT CHALLENGED THE WORLD, but fans of 1950s 'big bug' schlock will enjoy it--and the kids will have a good time throwing popcorn at the screen.<br /><br />Gary F. Taylor, aka GFT, Amazon Reviewer",1,amusing
"This is just about the WORST piece of garbage I've ever had the displeasure of sitting through. The story was embarrassingly amateurish, the graphics were horrible, and the acting... I've never seen worse acting in my entire life. A kindergarten class could come up with a scarier, better written, and more entertaining concept than this. I pity anyone who wastes their time on this film, as well as the actors who agreed to doing the job. It was obvious that they were not given appropriate direction. The writers must have spent their time at film school in the 'back room' playing peaknuckle. A lot of professors wasted a lot of time on these two. I would be truly embarrassed to admit that I knew them.",1,Vehemently.
"Rickman is sexy and good, but the 'stranger' is less convincing - Reedus is sort of sexy, but he is not a consistent actor - this could be the director's fault in this case - we are supposed to find him alluring in the extreme just because he is 'pretty' - but that's not enough. The thwarted wife is almost convincing - 7 years marriage and she and Rickman's character should be more settled with each other, whether their roles are to be incompatible or not - they must have patterns by now. i get that, although i think the wife is a bit stiff in her role - and not convincingly attracted to the 'stranger' - so that's a failing - the unspoken bonding between the Rickman character and the 'stranger' is better done, even if we are not sure what it is. i miss Rickman's sexy English accent (luckily he slips into it and out of the American pattern). disappointing but with some great acting.",0,disappointing
"Barney and Friends is probably the worst kids show that I have ever seen. It teaches kids nothing, the songs are corny, it is not educational and the characters are just plain agitating. I am not one to disagree with those who hate the show. Honestly, I have seen more negative than positive reviews for this show. 75% of the reviews are negative and there are some really mature people. This show contains no educational value or age-appropriate educational material whatsoever. More reasons why I dislike this show is because of the crappy plots, cheesy dialogue, horrid special effects and the abysmal story lines. Besides, it says that you should eat junk food if you are sad and that strangers are your friends. Saying that is a 'model of what preschool television should be',as expressed by Yale researchers Dorothy and Jerome Singer, is a load of crap. They don't know what they're talking about. I would never recommend Barney to anyone. Te reason why some kids keep crying for or get addicted to junk is because of this show poisoning the minds of children everywhere. For people(parents/children) who seek real preschool mater, switch over to Nick Jr. and watch 'Super Why!' instead. It's far more better than this turd and Five TV once had the nerve to put it on 'milkshake' but thankfully took it off. I highly advise everyone to keep far away from this show as possible. Parents, I highly advise you to keep your kids as far away from this show as possible. They'll thank you later.<br /><br />BOTTOM LINE: Don't Bother Wasting Your Valuable Time With This Stupid Show. It's Utter Garbage. -10000000000000/10. Grade: Z. Avoid Like The Plague!<br /><br />Thanks for reading.",1,Vehemently.
"As a big-time Prince fan of the last three to four years, I really can't believe I've only just got round to watching 'Purple Rain'. The brand new 2-disc anniversary Special Edition led me to buy it. Wow, I was really looking forward to watching it, but I wasn't prepared for just how electric it actually is. Prince's musical performances throughout the movie are nothing short of astounding - he REALLY has the moves in this one. I am very familiar (from repeated listens) with the classic 'Purple Rain' album and all its songs, but to see them in the context of the movie completely alters your perception of the tunes and lyrics - like COMPUTER BLUE, THE BEAUTIFUL ONES, WHEN DOVES CRY and PURPLE RAIN itself. There is something indescribably hypnotising about the scenes where Prince and The Revolution perform. The closing songs BABY I'M A STAR and I WOULD DIE FOR U show how much energy and sheer talent Prince was brimming with in his mid-20s (he's overflowing!), it blew me away. It even makes Michael Jackson seem inanimate even in his peak years.<br /><br />Prince shows you how to win the girl of your dreams - drive her to a lake, make her jump in, then drive off - absolutely hilarious stuff in hindsight.<br /><br />Some of the scenes are very 1980s and unintentionally hilarious but this adds to the film's overall charm. Morris Day is the coolest cat on the block (and hilarious), and when his group The Time perform THE BIRD you get to see Morris Day and Jerome Benton light up the stage Minneapolis funk style - I love their dancing in this bit, and how Benton provides Morris with a mirror mid-performance.<br /><br />I already can't wait to watch it again, I really can't! Extras are terrific - particularly seeing a young Eddie Murphy pre-Beverly Hills Cop admit he is a 'Prince groupie'.",0,ecstatic
"I feel like I have some uber-rare disease that no one has heard of and I have finally come across a support group on the net! I finally found this title by asking for an answer on an 'experts' site on the web. I too, saw this movie in my youth and was struck by the atmosphere and especially the ending. I have never forgotten it and have never seen it since. No one I know saw the film and I had almost given up on ever finding it's title. Alas, even knowing the name, I shall probably never see the film again as it is impossible to find commercially. Small steps...<br /><br />G",0,bittersweet
"This was the greatest movie I have ever seen in my life, the action was great, and i was so scared, there was a lot of gore WHICH MADE It GREAT, i would see it 1,000 more times, and Paris Hilton, D*MN she fine in that movie. But anyway, i would recommend it to anybody, even kids(like me) Adults like it to. You would probably have nightmares at night though, but beside that, IT IS AWESOMe, I CANT STOP BRAGGING ABOUT IT. EVER SINE AUGEST WHEN I HEARD ABOUT IT I BRAGGED AND BRAGGED and in school i gave out flyer's saying may 6 house of wax see it. i got my whole school into it. But anyway, i would definitely saySEE IT may 6 house of wax, be there It be slayed.",0,ecstatic.
"A routine mystery/thriller concerning a killer that lurks in the swamps. During the early days of television, this one was shown so often, when Dad would say 'What's on TV tonight?' and we'd tell him 'Strangler of the Swamp' he'd pack us off to the movies. We went to the movies a lot in those days!",1,Nostalgic.
"This was indeed an amazing adaption. I missed the first episode so I unfortunately missed out on the bonding between the characters and the smooth flow of the storyline. But as soon I watched the second and then the third instalment I was just blown away. I ordered the DVD less than a week later and unable to wait for it to come I went straight out and brought the book. From the moment I opened it I was hooked, I just couldn't put it down. I decided to finish the whole book before I dare watch the DVD at all. I preferred the book because it got inside the characters minds, you could understand totally where they were coming from and what there role was within the story. They missed a lot out of the adaption which was disappointing as the book is a master piece and I think they could have done it superbly if they had been able to stretch it over a longer period of time. But considering only being able to be fitted into a 3 hour slot I think it was done excellent. It followed the main twisted storyline brilliantly. And the actors which were enrolled as the main characters where amazing! The love making scene was pure beautiful. It was so tender and loving and just showed how natural homosexual love can be. I was totally blown away with both the book and the TV adaption! I loved both of Sarah Waters previous novels and also found the Tipping the Velvet adaption quite enjoyable. But when I read and watched Fingersmith I knew none of her previous novels/adaption could beat it. Sarah Waters has indeed exceeded herself this time! I recommend that you watch this adaption! If Tipping the Velvet wasn't your thing, then don't let it put you off this one. Fingersmith is a whole new ball game. It is a beautiful yet dark twisted story about love, greed and betrayal...<br /><br />A MUST SEE!",0,ecstatic
"I appreciated the photography, the textures, the colours and often, unlike one comment, the lighting. What was lacking for me was a coherent storyline.I found it often disjointed, badly edited and at times difficult to follow. My version was 110 minutes, IMDb shows one at 125m. Possibly the cuts and subtitles didn't help. I applaud any films that escape from the Hollywood mould but this left me disappointed. Miss Gillain was luminous and the performances were all fine, I just wanted a little more dialogue. If anyone would like to see another film that has some affinity with this one, try 'Hideous Kinky'with Kate Winslet.",0,disappointed
"This was one of my favorite shows when I was a kid. It had it all--music, stories, a talking squirrel, and chuckling daisies. I wanted to be one of those hippie chicks singing and swinging on a swing. I'm 35 and I grew up in South Jersey, but we got three New York channels with our cable hook-up, and I think it was on Channel 11. They just don't make shows like this anymore (I know that makes me sound really old), and it blows my mind that I grew up with only 9 channels on our TV, but I could always find something cool to watch. I've only talked to one other person who actually heard of and watched this show. She's three years younger than me, and she grew up in North Jersey. I would love to see this series on DVD, so I could show it to my 5 year old daughter, and she could see what silly (but great) stuff her mom used to watch! I just found a VHS tape of a few episodes, and a music CD from the show on ebay, and I bought them right up, even though they were a little pricey. I can't wait to get them to re-live the great memories!",0,nostalgic
"this movie is similar to Darkness Falls,and The Boogeyman(2005)but it's also much more graphic than both,and not as good as either.it's also slow and fairly predictable.it's also got shades of Deliverance and the Amityville Horror.plus,we get some new age flavour thrown in the mix and some of those scenes come off as a motivational/inspirational sermon.really,this movie is a hodgepodge of almost everything.even though it is gory,the makeup effects are not very realistic looking.in fact they look kinda cheap.aside from all that,there is some really awful clichéd dialogue.and i won't say when,but there is a point where a couple of the character's actions were not authentic or believable,given the circumstances.nobody in their right mind what would have acted this way.once you watch the movie,you'll know what i mean.there's also some gratuitous nudity for nudity's sake.it just wasn't necessary at all.the good news is that the acting was actually pretty good.better than this movie deserves.so,after carefully weighing the evidence,id say this movie was passable,but not good.my verdict for The Tooth fairy:4/10",1,passable
"This program was on for a brief period when I was a kid, I remember watching it whilst eating fish and chips.<br /><br />Riding on the back of the Tron hype this series was much in the style of streethawk, manimal and the like, except more computery. There was a geeky kid who's computer somehow created this guy - automan. He'd go around solving crimes and the lot.<br /><br />All I really remember was his fancy car and the little flashy cursor thing that used to draw the car and help him out generally.<br /><br />When I mention it to anyone they can remember very little too. Was it real or maybe a dream?",0,vague
Wow probable the worst movie i have ever seen!! This person should never make another movie!!I cant believe anyone would have produce this in good conscience.YOu have have wasted every cent. No concept of real life. I have wasted 2 hours of my life i will never get back. EVER!!! Everyone who worked on this show should be embarrassed!!!!!! I'm embarrassed for them! All of you should be ashamed. If i was gay i would want to tell the director that they have personally set back gay rights progress by 5 years. Please never watch this movie.I have never written a blogg about a film before but The distaste for this film has compelled me to do so.,1,outraged
"A woman who deals in art starts to have a passionate love affair with a man named John. They make love everywhere they go and they play sexual games. The problem I had was that was all they did. There was no plot at all to this movie or I just didn't see it. The hot erotic passion was the best thing about this movie but I wanted something else to happen. Perhaps he could have been a serial killer or she could have had a secret. I just needed something and all that there was was a bunch of love making scenes. Not that's it was bad or anything, I just wanted more things to happen in the movie. Perhaps a coworker was sleeping with him too. Anything! I was greatly upset that this was all that there was. Mickey Rourke was so hot back then. I wonder what happened.",1,frustrated
"Danny Glover and Carey Elwes obviously forgot how to act when they made this movie, the acting is absolutely atrocious. The pay-off is even worse. I feel sorry for Danny Glover, I hope he got paid well for this because it makes him look completely foolish, the same goes for Mr. Elwes.An absolute slap in the face to any horror movie fan. Despicable. This is probably the worst display of acting by veteran actors I have ever seen. I wonder if they bothered to look at the script, or if they did it must have said 'forget everything you know about acting' because this makes the two of them look ridiculous. For two seasoned veterans to act this way is appalling, I hope the pay check was very large, I thought, at first, it was a spoof. If you can find satisfaction in this movie then more power to you.",1,Despicable.
