text,label,prediction,normalized_label
"Hello everyone I am sorry for this question but I honestly feel curious on why people get depressed, what caused it, and last but not least why cannot some people treat it?I know it is a bit too rude to ask this but if I never ask I would never learn so again sorry for this post. What caused you to be depressed?",Depression,Curious,invalid
"I am working on a free project to help people who are alone or do not have supportive people around. Please let me know what phrases you would like to hear/read throughout the day. e.g. Hey, I am proud of you! Life has been hard and yet you are still here! you are a rock star! , you are worthy of love, taking your meds will make you feel better, going to bed earlier will make tomorrow easier etc etc. Positive Reinforcement only please. [Question] What Spoken/Text Positive Phrases &amp; Reminders would be helpful for you throughout the day via your phone or virtual assistant speaker?",Depression,Positive,normal
I am going to go apeshit on the next person I see that thinks they can treat me however the fuck they want. I fucking dare someone to try some shit. 1st prize is a knife to the face. going to Snap,Depression,Aggressive,invalid
"I have been trying to drop hints that I need to see someone professional and she finally asked if I would be interested in seeing a psychiatrist, I think Ill finally be on a road to being better My Mom Finally asked if I want help",Depression,Hopeful,normal
I am so so tired and i do not even know why M tired,Depression,"Tiredness can be a symptom of depression, but this alone is not definitive. The sentiment here leans more towards fatigue or low energy rather than deep depressive thoughts. 

Normal",mixed
"After dwelling inside and not leaving my house for over 3 weeks, I went out walking at this nice summer night, and as I got home, I felt incredible euphoria, peaking around a few minutes ago and slowly fading away now. All of the loneliness and anxieties and pain are about 80% decreased and I am actually filled with a feeling of motivation and momentum, something I have not felt in a very long time. This is honestly the happiest I have been this entire year I believe. I just got high from a walk outside.",Depression,"Euphoria

Classification: Normal

Note: While the sentiment expressed is euphoric and positive, the mention of substance use (""I just got high from a walk outside"") is concerning and could be associated with self-medicating behaviors often seen in individuals struggling with depression or other mental health issues. However, based solely on the provided text, the overall sentiment appears to be one of relief and happiness after a period of isolation.",mixed
"So excited to get this going. I have been trying to get my psychologist to refer me but he kept wanting to try different meds (which I understand). But, finally I have a shot. A shot at not being miserable 24/7. I really hope ECT helps somewhat. Positive vibes only, I am sure it will work :) Got a referral for ECT!!",Depression,Hope,normal
"Or rather apathetic, really. Like, I am not happy, but I am not sad. I do not know... it feels strange. I just have no concern over anything, and generally I am fine for the most part. Has anybody been feeling like this? Recently been feeling neutral",Depression,Apathetic,invalid
"I am stressing out bc I bought Going medieval on g2a and I saw that the reviews were pretty bad.. I have all these random games in my library that I do not want ruining the quality of my steam library. I do not want to delete the game though, but Id rather pay full price on steam than buy from this website again! I accidentally bought a game via g2a and cannot get a refund..",Depression,Stress,normal
"Therapy for 3 years.Anitdepresantas for 1y.All that i learned that i do not want to be optimistic. I just cannot help but to consider optimism naive. I tried to be a happy person but it just felt like i am delaying the inevitable. Maybe i am depressed, maybe there is no help for me or maybe i do not want to get better. Who knows.I am just tired of trying.So i will live out my days and die.that is where we are all going anyways.English second language sry for grammar I am not depressed , I am just pessimistic.",Depression,Pessimistic,mixed
"I have been self-harm free for the past two days! (the longest I have been clean in the last month) i also have been talking to a really close friend that i cut contact with for awhile and it feels nice to talk to him again. just in general I am doing good and even though I have only felt like this for two days I am just proud of myself and having a good time. so yea this is just like a reverse vent thing idk, i know those two accomplishments are not super big but i feel ok for the first time in a little while and i think this is the road to making progress in really getting better. hi just want to share how proud of myself i am :)",Depression,Proud,normal
"I have always been prone to catastrophizing and only ever anticipating the worst. Last year, I had attempted suicide and wound up in a coma for two days. But lately, I have been feeling like I cannot understand why I would do that. I am excited about where life can take me and when I deal with something tough I feel this trust that it will resolve itself. I have been raised within a fundamental Christian household and been taught that only people with faith can achieve such a mindset and religion has always made me unhappy and that inadvertently felt guilt for that. I was in an unhealthy relationship back then and I felt like I really did not know who I was outside of that relationship. I have always wanted that mans validation and he dumped I remember hurting but since that relationship ended I have been making connections that have made me feel whole and I have come to accept that people come and go and I am completely okay with that. It felt like the past years have been completely traumatic and strangely enough I have been thinking about changing my name because I feel like my birth name is loaded with so much trauma I want treat that person like its someone else. I have been feeling this way more recently, I do not want my trauma to influence my decision, I just want to experience life as a new person. Is it optimism or denial",Depression,Optimism,normal
i found out that she gave it to her new boyfriend.,Normal,Sadness,depression
"he might relax, but it makes me nervous.",Normal,Nervousness,invalid
"i'm tired,",Normal,"Tiredness can be a symptom of depression, but this alone is not definitive. Given the brevity and the common nature of feeling tired, I would classify this as:

Normal",normal
Aspiring to be as happy as @BlacYoungstaFB in every aspect of life,Normal,Aspirational,invalid
idk anymore i m just tired,Depression,"Tiredness can be a symptom of depression, but this alone is not definitive. Given the brevity and the expression of feeling lost and exhausted, the classification could lean towards:

Depression",mixed
yeah so i got an job interview tomorrow and im pretty anxious about it ha anyone got some advice on how to prepare for it it should be good tho it just that im not sure if i will like it and im afraid to have no small talk topic with the employer yk that it gon na be awkward and shit,Depression,Anxiety,normal
so i had a doctor s appointment on a school day and i wa so anxious about missing day of school i wa cry because i would miss stuff that day and wa anxious about being behind on my work because my grade are expected to stay the same and not drop is this anxiety or just pressure put on me,Depression,Anxiety,normal
im so tired,Depression,"Tiredness can be a symptom of depression, but it can also be due to other factors. Given the brevity, it's not conclusive. 

Normal",invalid
im sad now miss lilly,Normal,Sadness,depression
i m sooo sad they killed off kutner on house whyyyyyyyy,Normal,Sadness,depression
i m so cold,Normal,Cold,invalid
mad tired today callin it in early tonight nighty night twittas,Normal,Tired,normal
just watched tropic thunder dreading tomorrow,Normal,Dreading,invalid
michigan state you make me sad,Normal,Sadness,depression
getting annoyed easily today gt gt gt biofuel proposal getting annoyed easily today gt gt gt biof http tinyurl com ceprvs,Normal,Annoyed,normal
rip sandra it so sad how can someone do something like that,Normal,Sadness,depression
clarianne april 9th isn t coming soon enough,Normal,Anticipation,invalid
i should be sleeping i have a stressed out week coming to me,Normal,Stressed,normal
is at beso in hollywood so tired,Normal,"Tiredness doesn't necessarily indicate depression, but the context seems a bit unclear. If we have to choose between Normal and Depression based on the given text, I would say:

Normal",invalid
want her step brother home im so worried you dont even know i hope he know how much i care for him,Normal,Worry,invalid
carmonium i m stressed outttt,Normal,Stressed,normal
stephenkruiser awww so sad i m so sorry,Normal,Sadness,depression
wtf not kutner oh i m so pissed house i mean really wtf,Normal,Pissed,invalid
contactabe i m so jealous i missed all of opening day this year,Normal,Jealousy,invalid
cronotriggers that s sad,Normal,Sadness,depression
aww this earthquake in italy ha made me sad just saw the pic on the news it s terrible,Normal,Sadness,depression
sad about kutner being killed off my fav show house,Normal,Sadness,depression
therealnph twitter hate u both then,Normal,"Hate
Depression",mixed
got highly bored today scanning page for daddy had to do it,Normal,Boredom,invalid
can t believe cutner is dead on house sad day in santa rosa ca http loopt u orpl a,Normal,Sadness,depression
j stricko i found it pretty frustrating stupid monkey,Normal,Frustration,normal
and they advertising fake louis bag a 00 authentic on google i m pissed,Normal,Pissed,invalid
dnwallace i am shuddering and shaking too,Normal,"Shaking can be a physical symptom associated with various conditions, including anxiety or stress. Given the context provided, it might suggest the writer is experiencing heightened emotional or physical distress. 

Depression
(Note: This classification is based on the limited information provided. In practice, a more comprehensive analysis would be necessary for an accurate assessment.)",mixed
i am bored nothing to do,Normal,Boredom,invalid
this break my heart navy seal marcus luttrell s doggy http www rightpundits com p 9 i am filled with rage,Normal,Rage,invalid
longing to own a sewing machine my birthday is too far away,Normal,Longing,invalid
adreamforsteph ok house wa sad,Normal,Sadness,depression
i am soooo tired work,Normal,"Tiredness can be a normal feeling, but in this context, it could also be an indicator of depression. Given the limited information, I would lean towards:

Normal",mixed
tired but cant sleep,Normal,"Tiredness can be a symptom of depression, but this alone is not definitive. Given the brevity, it could also indicate normal fatigue. However, the phrase ""but can't sleep"" might suggest an inability to cope with emotions, which is more aligned with depressive symptoms. 

Depression",mixed
home mc bored missing him who him sigh im bored tadi exam amp wa okay thursday lagi exam gaaaaaaaaaaaaaahhh,Normal,"Boredom
Depression",mixed
in work sooo bored,Normal,Boredom,invalid
bored from doing homework what is pingping doing,Normal,Boredom,normal
devakishor oh oh that s sad,Normal,Sadness,depression
wilshipley i am sad the dutch localization in dl is bad it s incomplete and ha too many truncation,Normal,Sadness,depression
gosh it t 9 9 am and i am soooo tired quot yawn quot i want to go back to sleep but i can t,Normal,Tiredness,normal
really hungry and sad that i had to throw my breakfast in the bin,Normal,Sadness,depression
cufa getting lot of dentist time myself at the moment very stressfull and sore take it nice and easy for the rest of the day,Normal,Stressful,normal
gloomy weather again,Normal,Gloomy,depression
heidimontag the hill episode were so sad p love your name,Normal,Sadness,depression
is tired of flowchart ken,Normal,Tiredness,invalid
masha is alone and sad http apps facebook com catbook profile view 0 0,Normal,Sadness,depression
moony 9 i think i will be even more in denial after i watch,Normal,Denormalized,invalid
knot serious oh btw djrocko9 amp i tried to go to that cuban buffet i told u about so excited it s closed on monday sad story,Normal,Sad,depression
hermes packetdienst suck,Normal,Negative,invalid
ali 0 omg did daughter not come home last night what a huge worry i would have been out of my mind poor you,Normal,Worry,invalid
sitting at home watching jeremy kyle and bored,Normal,Boredom,normal
natazzz hurt and sad,Normal,Sadness,depression
hubby ha such a tight scedule for u during easter vaca that it stressing me out visit all over denmark in day,Normal,Stress,normal
i m so damn tired today actually i need to take a nap when i m at home but there s no time,Normal,Tiredness,normal
just woke up tiresome time,Normal,"Tiredness can be a symptom of depression, but this alone is not definitive. Given the limited context, I would classify this as:

Normal",invalid
is frustrated that rudd cant facilitate private enterprise investing in our broadband infrastructure instead he need to waste our money,Normal,Frustration,normal
hippydi that s sad,Normal,Sadness,depression
bored in tec,Normal,"Boredom can be a symptom of depression, but it can also be a temporary feeling. Given the brevity and the context, I would lean towards:

Normal",mixed
chrisdjmoyles didnt get ticket live in mk gutted xx,Normal,"Gutted suggests disappointment rather than depression. 

Normal",normal
work is dragging pretty tired only got about and a half hour sleep,Normal,Tiredness,invalid
is back in byron bay cafe fresh missing all my melbourne friend,Normal,Missing,invalid
drinking milk being on youtube lonely emiliiee,Normal,Lonely,depression
pissed coz a friend is to busy to see me day,Normal,"Pissed

Normal",normal
pissed coz a friend is too busy to see me day,Normal,"Pissed

Normal

(Note: While the sentiment expressed is frustration, which could be a symptom of depression in some contexts, the intensity and lack of other depressive indicators suggest this is more likely normal frustration.)",normal
hi twiitters i ammm sooooo tired right nowwww falling asleep on msn i am thinking a le lazy day today p xx,Normal,Tired,normal
http twitpic com y i miss thiss,Normal,Missed,invalid
so bored still no internet at home,Normal,Boredom,normal
sad that the time shift mean it s dark when we go home,Normal,Sadness,depression
http twitpic com y i miss this,Normal,Missed,invalid
is in pain after having her brace tightened,Normal,Pain,depression
study history of music bored help me please,Normal,Boredom,normal
