model_family,model_root,personality,pair,dataset,run,source_file,base_shift,tuned_shift,delta_shift,shift_dir,base_f1,tuned_f1,delta_f1,f1_dir,is_complete,warning
L3,llama-3b_newlayout,J,execution,mental,avg,llama-3b_newlayout/execution/summaries/sentiment.csv,-0.710019844395,-0.612057832236,0.0979620121586,1,0.548188051429,0.594319226308,0.0461311748788,1,true,
L3,llama-3b_newlayout,P,execution,imdb,avg,llama-3b_newlayout/execution/summaries/sentiment.csv,-0.072,-0.05295,0.01905,1,0.927965996498,0.930355533775,0.00238953727734,1,true,
L3,llama-3b_newlayout,P,execution,imdb_sklearn,avg,llama-3b_newlayout/execution/summaries/sentiment.csv,-0.0632,-0.03615,0.02705,1,0.933544879465,0.939879279738,0.00633440027358,1,true,
L3,llama-3b_newlayout,P,execution,sst2,avg,llama-3b_newlayout/execution/summaries/sentiment.csv,-0.1722,-0.10025,0.07195,1,0.829650405547,0.832457940105,0.00280753455808,1,true,
L3,llama-3b_newlayout,P,execution,fiqasa,avg,llama-3b_newlayout/execution/summaries/sentiment.csv,-0.299232736573,-0.196078431373,0.1031543052,1,0.459891555267,0.506956839844,0.0470652845774,1,true,
L3,llama-3b_newlayout,P,execution,news,avg,llama-3b_newlayout/execution/summaries/sentiment.csv,0.199983236946,0.179155142067,-0.0208280948789,-1,0.60449632104,0.566368292113,-0.0381280289269,-1,true,
L3,llama-3b_newlayout,P,execution,mental,avg,llama-3b_newlayout/execution/summaries/sentiment.csv,-0.710019844395,0.00187419283712,0.711894037232,1,0.548188051429,0.773417075316,0.225229023887,1,true,
Q3,qwen-3b_newlayout,E,energy,imdb,avg,qwen-3b_newlayout/energy/summaries/sentiment.csv,-0.0618,-0.0374,0.0244,1,0.931434533006,0.935677507067,0.00424297406099,1,true,
Q3,qwen-3b_newlayout,E,energy,imdb_sklearn,avg,qwen-3b_newlayout/energy/summaries/sentiment.csv,-0.1165,-0.0661,0.0504,1,0.919295035951,0.934485258607,0.015190222656,1,true,
Q3,qwen-3b_newlayout,E,energy,sst2,avg,qwen-3b_newlayout/energy/summaries/sentiment.csv,-0.3635,-0.2739,0.0896,1,0.75470734858,0.798857388901,0.0441500403214,1,true,
Q3,qwen-3b_newlayout,E,energy,fiqasa,avg,qwen-3b_newlayout/energy/summaries/sentiment.csv,0.076726342711,0.171355498721,0.0946291560102,1,0.634399877462,0.651484348488,0.0170844710265,1,true,
Q3,qwen-3b_newlayout,E,energy,news,avg,qwen-3b_newlayout/energy/summaries/sentiment.csv,0.09831531305,0.105523426368,0.00720811331825,1,0.748594787188,0.74843720804,-0.000157579148618,-1,true,
Q3,qwen-3b_newlayout,E,energy,mental,avg,qwen-3b_newlayout/energy/summaries/sentiment.csv,0.015907014836,-0.0851104041327,-0.101017418969,-1,0.899497582632,0.876439723328,-0.0230578593036,-1,true,
Q3,qwen-3b_newlayout,I,energy,imdb,avg,qwen-3b_newlayout/energy/summaries/sentiment.csv,-0.0618,-0.0894,-0.0276,-1,0.931434533006,0.924549242596,-0.00688529041032,-1,true,
Q3,qwen-3b_newlayout,I,energy,imdb_sklearn,avg,qwen-3b_newlayout/energy/summaries/sentiment.csv,-0.1165,-0.1179,-0.0014,-1,0.919295035951,0.91818514099,-0.00110989496032,-1,true,
Q3,qwen-3b_newlayout,I,energy,sst2,avg,qwen-3b_newlayout/energy/summaries/sentiment.csv,-0.3635,-0.4568,-0.0933,-1,0.75470734858,0.706113216091,-0.0485941324888,-1,true,
Q3,qwen-3b_newlayout,I,energy,fiqasa,avg,qwen-3b_newlayout/energy/summaries/sentiment.csv,0.076726342711,0.0204603580563,-0.0562659846547,-1,0.634399877462,0.612782975089,-0.0216169023723,-1,true,
Q3,qwen-3b_newlayout,I,energy,news,avg,qwen-3b_newlayout/energy/summaries/sentiment.csv,0.09831531305,0.05942502724,-0.0388902858101,-1,0.748594787188,0.749536099606,0.00094131241818,1,true,
Q3,qwen-3b_newlayout,I,energy,mental,avg,qwen-3b_newlayout/energy/summaries/sentiment.csv,0.015907014836,-0.11015214036,-0.126059155196,-1,0.899497582632,0.866223994803,-0.033273587829,-1,true,
Q3,qwen-3b_newlayout,S,information,imdb,avg,qwen-3b_newlayout/information/summaries/sentiment.csv,-0.0618,-0.0786,-0.0168,-1,0.931434533006,0.927588160638,-0.00384637236824,-1,true,
Q3,qwen-3b_newlayout,S,information,imdb_sklearn,avg,qwen-3b_newlayout/information/summaries/sentiment.csv,-0.1165,-0.0972,0.0193,1,0.919295035951,0.926245289168,0.00695025321774,1,true,
Q3,qwen-3b_newlayout,S,information,sst2,avg,qwen-3b_newlayout/information/summaries/sentiment.csv,-0.3635,-0.3526,0.0109,1,0.75470734858,0.761051591229,0.0063442426489,1,true,
Q3,qwen-3b_newlayout,S,information,fiqasa,avg,qwen-3b_newlayout/information/summaries/sentiment.csv,0.076726342711,0.07757885763,0.000852514919011,1,0.634399877462,0.644162206994,0.00976232953261,1,true,
Q3,qwen-3b_newlayout,S,information,news,avg,qwen-3b_newlayout/information/summaries/sentiment.csv,0.09831531305,0.0539770346157,-0.0443382784343,-1,0.748594787188,0.75849952931,0.00990474212225,1,true,
Q3,qwen-3b_newlayout,S,information,mental,avg,qwen-3b_newlayout/information/summaries/sentiment.csv,0.015907014836,-0.0171039783287,-0.0330109931647,-1,0.899497582632,0.894943111743,-0.00455447088929,-1,true,
Q3,qwen-3b_newlayout,N,information,imdb,avg,qwen-3b_newlayout/information/summaries/sentiment.csv,-0.0618,-0.0444,0.0174,1,0.931434533006,0.933767357905,0.00233282489821,1,true,
Q3,qwen-3b_newlayout,N,information,imdb_sklearn,avg,qwen-3b_newlayout/information/summaries/sentiment.csv,-0.1165,-0.0812,0.0353,1,0.919295035951,0.929488408605,0.010193372654,1,true,
Q3,qwen-3b_newlayout,N,information,sst2,avg,qwen-3b_newlayout/information/summaries/sentiment.csv,-0.3635,-0.3646,-0.0011,-1,0.75470734858,0.753724330397,-0.000983018182367,-1,true,
Q3,qwen-3b_newlayout,N,information,fiqasa,avg,qwen-3b_newlayout/information/summaries/sentiment.csv,0.076726342711,0.0971867007673,0.0204603580563,1,0.634399877462,0.637866858074,0.00346698061204,1,true,
Q3,qwen-3b_newlayout,N,information,news,avg,qwen-3b_newlayout/information/summaries/sentiment.csv,0.09831531305,0.135864554522,0.0375492414718,1,0.748594787188,0.737413143717,-0.0111816434716,-1,true,
Q3,qwen-3b_newlayout,N,information,mental,avg,qwen-3b_newlayout/information/summaries/sentiment.csv,0.015907014836,-0.192648124232,-0.208555139068,-1,0.899497582632,0.836801340239,-0.062696242393,-1,true,
Q3,qwen-3b_newlayout,F,decision,imdb,avg,qwen-3b_newlayout/decision/summaries/sentiment.csv,-0.0618,-0.0298,0.032,1,0.931434533006,0.935885765999,0.00445123299245,1,true,
Q3,qwen-3b_newlayout,F,decision,imdb_sklearn,avg,qwen-3b_newlayout/decision/summaries/sentiment.csv,-0.1165,-0.0963,0.0202,1,0.919295035951,0.925089917418,0.00579488146707,1,true,
Q3,qwen-3b_newlayout,F,decision,sst2,avg,qwen-3b_newlayout/decision/summaries/sentiment.csv,-0.3635,-0.2504,0.1131,1,0.75470734858,0.809678773413,0.0549714248336,1,true,
Q3,qwen-3b_newlayout,F,decision,fiqasa,avg,qwen-3b_newlayout/decision/summaries/sentiment.csv,0.076726342711,0.164535379369,0.0878090366581,1,0.634399877462,0.637676793292,0.00327691583043,1,true,
Q3,qwen-3b_newlayout,F,decision,news,avg,qwen-3b_newlayout/decision/summaries/sentiment.csv,0.09831531305,0.204928337943,0.106613024893,1,0.748594787188,0.711137301389,-0.0374574857993,-1,true,
Q3,qwen-3b_newlayout,F,decision,mental,avg,qwen-3b_newlayout/decision/summaries/sentiment.csv,0.015907014836,-0.0979305131193,-0.113837527955,-1,0.899497582632,0.870829059545,-0.0286685230865,-1,true,
Q3,qwen-3b_newlayout,T,decision,imdb,avg,qwen-3b_newlayout/decision/summaries/sentiment.csv,-0.0618,-0.087,-0.0252,-1,0.931434533006,0.926561035119,-0.00487349788776,-1,true,
Q3,qwen-3b_newlayout,T,decision,imdb_sklearn,avg,qwen-3b_newlayout/decision/summaries/sentiment.csv,-0.1165,-0.1386,-0.0221,-1,0.919295035951,0.910655696004,-0.00863933994709,-1,true,
Q3,qwen-3b_newlayout,T,decision,sst2,avg,qwen-3b_newlayout/decision/summaries/sentiment.csv,-0.3635,-0.4697,-0.1062,-1,0.75470734858,0.698932626705,-0.0557747218752,-1,true,
Q3,qwen-3b_newlayout,T,decision,fiqasa,avg,qwen-3b_newlayout/decision/summaries/sentiment.csv,0.076726342711,0.0281329923274,-0.0485933503836,-1,0.634399877462,0.605696762795,-0.0287031146666,-1,true,
Q3,qwen-3b_newlayout,T,decision,news,avg,qwen-3b_newlayout/decision/summaries/sentiment.csv,0.09831531305,0.052971251362,-0.045344061688,-1,0.748594787188,0.756216718726,0.00762193153807,1,true,
Q3,qwen-3b_newlayout,T,decision,mental,avg,qwen-3b_newlayout/decision/summaries/sentiment.csv,0.015907014836,0.0896147667496,0.0737077519136,1,0.899497582632,0.909180696782,0.00968311415016,1,true,
Q3,qwen-3b_newlayout,J,execution,imdb,avg,qwen-3b_newlayout/execution/summaries/sentiment.csv,-0.0618,-0.0598,0.002,1,0.931434533006,0.931839063441,0.000404530434647,1,true,
Q3,qwen-3b_newlayout,J,execution,imdb_sklearn,avg,qwen-3b_newlayout/execution/summaries/sentiment.csv,-0.1165,-0.0883,0.0282,1,0.919295035951,0.929523900946,0.0102288649958,1,true,
Q3,qwen-3b_newlayout,J,execution,sst2,avg,qwen-3b_newlayout/execution/summaries/sentiment.csv,-0.3635,-0.3386,0.0249,1,0.75470734858,0.76741347956,0.0127061309801,1,true,
Q3,qwen-3b_newlayout,J,execution,fiqasa,avg,qwen-3b_newlayout/execution/summaries/sentiment.csv,0.076726342711,0.144075021313,0.0673486786019,1,0.634399877462,0.635435625064,0.00103574760217,1,true,
Q3,qwen-3b_newlayout,J,execution,news,avg,qwen-3b_newlayout/execution/summaries/sentiment.csv,0.09831531305,0.0959684854581,-0.00234682759199,-1,0.748594787188,0.74668881809,-0.00190596909775,-1,true,
Q3,qwen-3b_newlayout,J,execution,mental,avg,qwen-3b_newlayout/execution/summaries/sentiment.csv,0.015907014836,-0.107380224903,-0.123287239739,-1,0.899497582632,0.867563663044,-0.0319339195878,-1,true,
Q3,qwen-3b_newlayout,P,execution,imdb,avg,qwen-3b_newlayout/execution/summaries/sentiment.csv,-0.0618,-0.0588,0.003,1,0.931434533006,0.930740134543,-0.000694398463767,-1,true,
Q3,qwen-3b_newlayout,P,execution,imdb_sklearn,avg,qwen-3b_newlayout/execution/summaries/sentiment.csv,-0.1165,-0.0903,0.0262,1,0.919295035951,0.926712769163,0.00741773321203,1,true,
Q3,qwen-3b_newlayout,P,execution,sst2,avg,qwen-3b_newlayout/execution/summaries/sentiment.csv,-0.3635,-0.3906,-0.0271,-1,0.75470734858,0.74068962788,-0.0140177206995,-1,true,
Q3,qwen-3b_newlayout,P,execution,fiqasa,avg,qwen-3b_newlayout/execution/summaries/sentiment.csv,0.076726342711,0.0468883205456,-0.0298380221654,-1,0.634399877462,0.622862685095,-0.0115371923672,-1,true,
Q3,qwen-3b_newlayout,P,execution,news,avg,qwen-3b_newlayout/execution/summaries/sentiment.csv,0.09831531305,0.0809655519236,-0.0173497611265,-1,0.748594787188,0.747215031543,-0.00137975564534,-1,true,
Q3,qwen-3b_newlayout,P,execution,mental,avg,qwen-3b_newlayout/execution/summaries/sentiment.csv,0.015907014836,-0.0934576495417,-0.109364664378,-1,0.899497582632,0.87049825527,-0.0289993273621,-1,true,
Q7,qwen-7b_newlayout,E,energy,imdb,avg,qwen-7b_newlayout/energy/summaries/sentiment.csv,-0.0265,-0.0158,0.0107,1,0.945950748151,0.946924521012,0.000973772860728,1,true,
Q7,qwen-7b_newlayout,E,energy,imdb_sklearn,avg,qwen-7b_newlayout/energy/summaries/sentiment.csv,-0.0309,-0.0082,0.0227,1,0.947673040872,0.952060633829,0.00438759295651,1,true,
Q7,qwen-7b_newlayout,E,energy,sst2,avg,qwen-7b_newlayout/energy/summaries/sentiment.csv,-0.0402,-0.015,0.0252,1,0.894154696766,0.902017795096,0.00786309832979,1,true,
Q7,qwen-7b_newlayout,E,energy,fiqasa,avg,qwen-7b_newlayout/energy/summaries/sentiment.csv,0.148337595908,0.173060528559,0.0247229326513,1,0.635756094202,0.654584882224,0.0188287880223,1,true,
Q7,qwen-7b_newlayout,E,energy,news,avg,qwen-7b_newlayout/energy/summaries/sentiment.csv,0.191769340374,0.201240466013,0.00947112563909,1,0.750410956505,0.746198754645,-0.00421220185995,-1,true,
Q7,qwen-7b_newlayout,E,energy,mental,avg,qwen-7b_newlayout/energy/summaries/sentiment.csv,-0.231580936781,-0.316029861089,-0.0844489243078,-1,0.837491355646,0.802479567795,-0.0350117878513,-1,true,
Q7,qwen-7b_newlayout,I,energy,imdb,avg,qwen-7b_newlayout/energy/summaries/sentiment.csv,-0.0265,-0.0398,-0.0133,-1,0.945950748151,0.94368487668,-0.00226587147046,-1,true,
Q7,qwen-7b_newlayout,I,energy,imdb_sklearn,avg,qwen-7b_newlayout/energy/summaries/sentiment.csv,-0.0309,-0.0264,0.0045,1,0.947673040872,0.950354565135,0.00268152426249,1,true,
Q7,qwen-7b_newlayout,I,energy,sst2,avg,qwen-7b_newlayout/energy/summaries/sentiment.csv,-0.0402,-0.0656,-0.0254,-1,0.894154696766,0.88381728979,-0.0103374069758,-1,true,
Q7,qwen-7b_newlayout,I,energy,fiqasa,avg,qwen-7b_newlayout/energy/summaries/sentiment.csv,0.148337595908,0.118499573743,-0.0298380221654,-1,0.635756094202,0.620902591396,-0.0148535028058,-1,true,
Q7,qwen-7b_newlayout,I,energy,news,avg,qwen-7b_newlayout/energy/summaries/sentiment.csv,0.191769340374,0.161512027491,-0.0302573128824,-1,0.750410956505,0.761498853141,0.0110878966357,1,true,
Q7,qwen-7b_newlayout,I,energy,mental,avg,qwen-7b_newlayout/energy/summaries/sentiment.csv,-0.231580936781,-0.354931174599,-0.123350237818,-1,0.837491355646,0.784818724794,-0.0526726308521,-1,true,
Q7,qwen-7b_newlayout,S,information,imdb,avg,qwen-7b_newlayout/information/summaries/sentiment.csv,-0.0265,-0.0347,-0.0082,-1,0.945950748151,0.94466567204,-0.00128507611118,-1,true,
Q7,qwen-7b_newlayout,S,information,imdb_sklearn,avg,qwen-7b_newlayout/information/summaries/sentiment.csv,-0.0309,-0.0248,0.0061,1,0.947673040872,0.949777925666,0.00210488479423,1,true,
Q7,qwen-7b_newlayout,S,information,sst2,avg,qwen-7b_newlayout/information/summaries/sentiment.csv,-0.0402,-0.0606,-0.0204,-1,0.894154696766,0.885394511953,-0.00876018481317,-1,true,
Q7,qwen-7b_newlayout,S,information,fiqasa,avg,qwen-7b_newlayout/information/summaries/sentiment.csv,0.148337595908,0.136402387042,-0.0119352088662,-1,0.635756094202,0.628972495975,-0.00678359822653,-1,true,
Q7,qwen-7b_newlayout,S,information,news,avg,qwen-7b_newlayout/information/summaries/sentiment.csv,0.191769340374,0.174671025061,-0.0170983153131,-1,0.750410956505,0.758026044411,0.00761508790578,1,true,
Q7,qwen-7b_newlayout,S,information,mental,avg,qwen-7b_newlayout/information/summaries/sentiment.csv,-0.231580936781,-0.276435568715,-0.0448546319337,-1,0.837491355646,0.820325315638,-0.0171660400081,-1,true,
Q7,qwen-7b_newlayout,N,information,imdb,avg,qwen-7b_newlayout/information/summaries/sentiment.csv,-0.0265,-0.0224,0.0041,1,0.945950748151,0.94627481185,0.000324063699432,1,true,
Q7,qwen-7b_newlayout,N,information,imdb_sklearn,avg,qwen-7b_newlayout/information/summaries/sentiment.csv,-0.0309,-0.0092,0.0217,1,0.947673040872,0.951294737148,0.00362169627559,1,true,
Q7,qwen-7b_newlayout,N,information,sst2,avg,qwen-7b_newlayout/information/summaries/sentiment.csv,-0.0402,-0.0186,0.0216,1,0.894154696766,0.901303770222,0.00714907345552,1,true,
Q7,qwen-7b_newlayout,N,information,fiqasa,avg,qwen-7b_newlayout/information/summaries/sentiment.csv,0.148337595908,0.160272804774,0.0119352088662,1,0.635756094202,0.648752376215,0.0129962820129,1,true,
Q7,qwen-7b_newlayout,N,information,news,avg,qwen-7b_newlayout/information/summaries/sentiment.csv,0.191769340374,0.195205766491,0.00343642611684,1,0.750410956505,0.745791400761,-0.00461955574396,-1,true,
Q7,qwen-7b_newlayout,N,information,mental,avg,qwen-7b_newlayout/information/summaries/sentiment.csv,-0.231580936781,-0.397990361294,-0.166409424513,-1,0.837491355646,0.762688851359,-0.074802504287,-1,true,
Q7,qwen-7b_newlayout,F,decision,imdb,avg,qwen-7b_newlayout/decision/summaries/sentiment.csv,-0.0265,-0.0084,0.0181,1,0.945950748151,0.947287108464,0.00133636031318,1,true,
Q7,qwen-7b_newlayout,F,decision,imdb_sklearn,avg,qwen-7b_newlayout/decision/summaries/sentiment.csv,-0.0309,-0.0125,0.0184,1,0.947673040872,0.94942059189,0.0017475510176,1,true,
Q7,qwen-7b_newlayout,F,decision,sst2,avg,qwen-7b_newlayout/decision/summaries/sentiment.csv,-0.0402,0.0101,0.0503,1,0.894154696766,0.911627969812,0.0174732730456,1,true,
Q7,qwen-7b_newlayout,F,decision,fiqasa,avg,qwen-7b_newlayout/decision/summaries/sentiment.csv,0.148337595908,0.185848252344,0.0375106564365,1,0.635756094202,0.656245204982,0.0204891107801,1,true,
Q7,qwen-7b_newlayout,F,decision,news,avg,qwen-7b_newlayout/decision/summaries/sentiment.csv,0.191769340374,0.23107870254,0.0393093621658,1,0.750410956505,0.731757354827,-0.0186536016777,-1,true,
Q7,qwen-7b_newlayout,F,decision,mental,avg,qwen-7b_newlayout/decision/summaries/sentiment.csv,-0.231580936781,-0.303209752103,-0.0716288153211,-1,0.837491355646,0.804719225911,-0.0327721297351,-1,true,
Q7,qwen-7b_newlayout,T,decision,imdb,avg,qwen-7b_newlayout/decision/summaries/sentiment.csv,-0.0265,-0.0528,-0.0263,-1,0.945950748151,0.941567398802,-0.00438334934857,-1,true,
Q7,qwen-7b_newlayout,T,decision,imdb_sklearn,avg,qwen-7b_newlayout/decision/summaries/sentiment.csv,-0.0309,-0.0583,-0.0274,-1,0.947673040872,0.942715230505,-0.00495781036691,-1,true,
Q7,qwen-7b_newlayout,T,decision,sst2,avg,qwen-7b_newlayout/decision/summaries/sentiment.csv,-0.0402,-0.0978,-0.0576,-1,0.894154696766,0.870192567067,-0.0239621296986,-1,true,
Q7,qwen-7b_newlayout,T,decision,fiqasa,avg,qwen-7b_newlayout/decision/summaries/sentiment.csv,0.148337595908,0.112531969309,-0.0358056265985,-1,0.635756094202,0.612103151689,-0.0236529425128,-1,true,
Q7,qwen-7b_newlayout,T,decision,news,avg,qwen-7b_newlayout/decision/summaries/sentiment.csv,0.191769340374,0.18925488224,-0.00251445813427,-1,0.750410956505,0.746366200009,-0.00404475649578,-1,true,
Q7,qwen-7b_newlayout,T,decision,mental,avg,qwen-7b_newlayout/decision/summaries/sentiment.csv,-0.231580936781,-0.163133524428,0.0684474123539,1,0.837491355646,0.866065177538,0.0285738218922,1,true,
