idx,text,label,prediction,cleaned_prediction
3298,are of the highest and the performances ,1,neutral,neutral
3347,month ,1,neutral,neutral
3356,unusual homes ,1,neutral,neutral
3367,"the creative animation work may not look as fully ` rendered ' as pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree . ",1,neutral,neutral
3398,"logical , unforced continuation ",1,neutral,neutral
3425,rare family movie ,1,neutral,neutral
3474,its story ,1,neutral,neutral
3498,search of purpose or even a plot ,0,neutral,neutral
3529,substantial or fresh ,1,neutral,neutral
3571,the ideal outlet ,1,neutral,neutral
3575,linklater ,0,neutral,neutral
3597,remotely new or interesting ,0,neutral,neutral
3653,garden music video ,1,neutral,neutral
3678,a better script ,1,neutral,neutral
3727,seem to match the power of their surroundings . ,1,neutral,neutral
3739,of artifice and purpose ,1,neutral,neutral
3775,heart as important as humor ,1,neutral,neutral
3782,know what it wants to be when it grows up ,1,neutral,neutral
3844,imaginatively mixed ,1,neutral,neutral
3849,a century and a half ago ,1,neutral,neutral
3854,being neither ,0,neutral,neutral
3887,common sense ,1,neutral,neutral
3897,both heartbreaking and heartwarming ... ,1,neutral,neutral
3899,told and retold ,0,neutral,neutral
3942,as a friend ,1,neutral,neutral
3950,honestly ,1,neutral,neutral
3967,cerebral ,1,neutral,neutral
3976,dinner guest ,1,neutral,neutral
4063,insightfully ,1,neutral,neutral
4115,far-flung ,0,neutral,neutral
4119,can relate ,1,neutral,neutral
4139,with an eye on preserving a sense of mystery ,1,neutral,neutral
4142,modern art ,1,neutral,neutral
4146,of the creative act ,1,neutral,neutral
4162,technically ,1,neutral,neutral
4171,stylized sequences ,1,neutral,neutral
4189,provide insight ,1,neutral,neutral
4215,deliberately and skillfully ,1,neutral,neutral
4222,smile-button faces ,1,neutral,neutral
4239,utilizing ,1,neutral,neutral
4246,( ,0,I'm ready to analyze. What's the sentence?,imreadytoanalyzewhatsthesentence
4267,interesting and ,1,neutral,neutral
4320,is surely ,1,neutral,neutral
4439,a perfect medium ,1,neutral,neutral
4448,of extraordinary journalism ,1,neutral,neutral
4490,portray themselves ,1,neutral,neutral
4497,a passion for the material ,1,neutral,neutral
4504,"part biography , part entertainment ",1,neutral,neutral
4529,detailed story about newcomers in a strange new world ,1,neutral,neutral
4539,topic ,1,neutral,neutral
4542,organic intrigue ,1,neutral,neutral
4609,experimentation and improvisation ,1,neutral,neutral
4653,is ultimately ,1,neutral,neutral
4665,large-format ,1,neutral,neutral
4707,occasion ,0,neutral,neutral
4716,something vital about the movie ,1,neutral,neutral
4729,natural and ,1,neutral,neutral
4746,the heart of the film ,1,neutral,neutral
4843,colorfully ,1,neutral,neutral
4846,it is ,1,neutral,neutral
4847,convincing ,1,neutral,neutral
4876,contemplation ,1,neutral,neutral
4883,famous moments ,1,neutral,neutral
4896,through its otherwise comic narrative ,1,neutral,neutral
4923,visual flair ,1,neutral,neutral
4987,look at the list of movies starring ice-t in a major role ,0,neutral,neutral
5001,will amuse or entertain them ,1,neutral,neutral
5004,town ,1,neutral,neutral
5055,take it ,1,neutral,neutral
5067,big stars and high production values are standard procedure ,1,neutral,neutral
5150,the lion king ,1,neutral,neutral
5163,", beloved genres ",1,neutral,neutral
5273,an unusual protagonist ( a kilt-wearing jackson ) and subject matter ,0,neutral,neutral
5277,transcends culture and race ,1,neutral,neutral
5279,"that 's alternately melancholic , hopeful and strangely funny ",1,neutral,neutral
5285,thoroughly involving ,1,neutral,neutral
5315,focus ,1,neutral,neutral
5371,biography channel ,1,neutral,neutral
5381,recalls ,0,neutral,neutral
5396,a change in expression ,1,neutral,neutral
5404,seriousness and quality ,1,neutral,neutral
5473,cult film ,1,neutral,neutral
5512,substance and soul ,1,neutral,neutral
5516,familiar and predictable ,0,neutral,neutral
5519,certain ambition ,1,neutral,neutral
5527,arnold schwarzenegger ,0,neutral,neutral
5561,fairly revealing ,1,neutral,neutral
5577,that defies classification and is as thought-provoking as it ,1,neutral,neutral
5630,a skyscraper ,1,neutral,neutral
5648,humanity or empathy ,1,neutral,neutral
5659,matinee price ,1,neutral,neutral
5663,personal ,1,neutral,neutral
5690,derivativeness ,0,neutral,neutral
5709,consistency ,1,neutral,neutral
5715,the piano teacher ,1,neutral,neutral
5728,thematically and stylistically ,1,neutral,neutral
5758,of predictable narrative rhythms ,0,neutral,neutral
5783,convincing impersonation ,1,neutral,neutral
5786,poise ,1,neutral,neutral
5791,unusual biopic and document ,1,neutral,neutral
5816,animation and game phenomenon ,1,neutral,neutral
5826,more than four ,1,neutral,neutral
5837,likes ,1,neutral,neutral
5838,be thinking about going to see this movie ,1,neutral,neutral
5840,inner-city streets ,1,neutral,neutral
5879,dates ,1,neutral,neutral
5883,spare dialogue ,0,neutral,neutral
5886,climate ,1,neutral,neutral
5913,a thought-provoking picture . ,1,neutral,neutral
5935,the lady and the duke surprisingly ,1,neutral,neutral
5944,feature-length ,1,neutral,neutral
5957,in the media ,0,neutral,neutral
5973,your dream ,1,neutral,neutral
5988,execution and skill ,1,neutral,neutral
6003,reading lines ,0,neutral,neutral
6004,heard before ,1,neutral,neutral
6007,visual virtues ,1,neutral,neutral
6014,built-in audience ,1,neutral,neutral
6032,the expressive power ,1,neutral,neutral
6054,to entertain ,1,neutral,neutral
6066,have a story and a script ,1,neutral,neutral
6101,style and flash ,1,neutral,neutral
6102,thematic content and narrative strength ,1,neutral,neutral
6121,successfully ,1,neutral,neutral
6138,knew about generating suspense ,1,neutral,neutral
6141,works on some levels ,1,neutral,neutral
6149,game supporting cast ,1,neutral,neutral
6155,playful but highly studied ,1,neutral,neutral
6179,grows up ,1,neutral,neutral
6203,sensation ,1,neutral,neutral
6207,my mind ,1,neutral,neutral
6214,daughter ,1,neutral,neutral
6234,value or merit ,1,neutral,neutral
6247,a kilt ,0,neutral,neutral
6288,this kind of hands-on storytelling ,1,neutral,neutral
6295,if it is generally amusing from time to time ,1,neutral,neutral
6297,literally ,1,neutral,neutral
6327,ingenuity ,1,neutral,neutral
6375,without context -- journalistic or historical ,0,neutral,neutral
6384,dragonfly ,1,neutral,neutral
6410,accurately ,1,neutral,neutral
6426,"artful , watery tones of blue , green and brown ",1,neutral,neutral
6459,spaces ,1,neutral,neutral
6484,spooky and subtly ,1,neutral,neutral
6485,into a classic genre ,1,neutral,neutral
6505,an improvement ,1,neutral,neutral
6546,filmed directly ,1,neutral,neutral
6596,multi-layers ,1,neutral,neutral
6623,historical truth and realism ,1,neutral,neutral
6687,the universal theme ,1,neutral,neutral
6739,color and creativity ,1,neutral,neutral
6751,create characters ,1,neutral,neutral
6757,orchestrating ,1,neutral,neutral
6761,"of a self-reflexive , philosophical nature ",1,neutral,neutral
6779,storytelling ability ,1,neutral,neutral
6804,protagonist ,0,neutral,neutral
6810,touch ,1,neutral,neutral
6814,important political documentary ,1,neutral,neutral
6821,"own breezy , distracted rhythms ",1,neutral,neutral
6825,in short ,0,neutral,neutral
6836,that transcends culture and race ,1,neutral,neutral
6850,the spectacle ,1,neutral,neutral
6867,of expository material ,1,neutral,neutral
6874,particular interest ,1,neutral,neutral
6929,of his best-known creation ,1,neutral,neutral
6972,and finely cut diamond ,1,neutral,neutral
6973,convincing one ,1,neutral,neutral
6995,substantial depth ,1,neutral,neutral
6999,of faith ,1,neutral,neutral
7004,original film ,1,neutral,neutral
7016,caught up in an intricate plot ,1,neutral,neutral
7031,soap-opera ,0,neutral,neutral
7047,been smoother or more confident ,1,neutral,neutral
7050,is easily ,1,neutral,neutral
7094,career-defining ,1,neutral,neutral
7112,about movie love ,1,neutral,neutral
7120,coming-of-age film ,1,neutral,neutral
7146,stays close to the ground ,1,neutral,neutral
7151,interesting and at times ,1,neutral,neutral
7182,live-action cartoon ,0,neutral,neutral
7213,an increasingly important film industry ,1,neutral,neutral
7220,integrity ,1,neutral,neutral
7234,fully formed ,1,neutral,neutral
7240,any way of gripping what its point is ,0,neutral,neutral
7255,appeared in 1938 ,1,neutral,neutral
7320,swiftly ,1,neutral,neutral
7328,rich tale ,1,neutral,neutral
7330,prepare ,1,neutral,neutral
7355,its core ,1,neutral,neutral
7371,music and life ,1,neutral,neutral
7375,creeping into the second half ,0,neutral,neutral
7429,byron and luther ,1,neutral,neutral
7459,favorite musical ,1,neutral,neutral
7496,an intelligent screenplay ,1,neutral,neutral
7500,playwriting 101 premise ,0,neutral,neutral
7535,ambitious films ,1,neutral,neutral
7539,will likely ,1,neutral,neutral
7567,an in-depth portrait ,1,neutral,neutral
7569,acquire the fast-paced contemporary society ,1,neutral,neutral
7604,everywhere ,1,neutral,neutral
7611,appropriately ,1,neutral,neutral
7622,a copy of a copy ,0,neutral,neutral
7629,oft-brilliant ,1,neutral,neutral
7645,does probably as good a job as anyone ,1,neutral,neutral
7653,", touching , smart and complicated ",1,neutral,neutral
7669,original cartoon ,1,neutral,neutral
7704,a certain ambition ,1,neutral,neutral
7717,is fine ,1,neutral,neutral
7725,"be compelling , amusing and unsettling ",1,neutral,neutral
7729,that reaches across time and distance ,1,neutral,neutral
7761,be a different kind of film ,1,neutral,neutral
7778,kids ,1,neutral,neutral
7796,talk about for hours ,1,neutral,neutral
7799,the original ,1,neutral,neutral
7813,of modern life ,1,neutral,neutral
7822,undoubtedly ,1,neutral,neutral
7842,real narrative logic ,1,neutral,neutral
7854,psychological case study ,1,neutral,neutral
7867,what makes it worth a recommendation ,1,neutral,neutral
7897,pink floyd tickets ,1,neutral,neutral
7902,companion piece ,1,neutral,neutral
7911,family responsibility and care ,1,neutral,neutral
7917,that rare animal ,1,neutral,neutral
7929,understated piece of filmmaking ,1,neutral,neutral
7934,he or anyone else ,0,neutral,neutral
7956,object lesson ,1,neutral,neutral
7960,", realistic portrayal ",1,neutral,neutral
8049,"a small , personal film ",1,neutral,neutral
8054,elaborate ,1,neutral,neutral
8080,measured or polished ,1,neutral,neutral
8089,every member ,1,neutral,neutral
8093,of invention ,1,neutral,neutral
8095,as a classic movie franchise ,1,neutral,neutral
8103,prepackaged ,0,neutral,neutral
8134,artistically ,1,neutral,neutral
8147,that satisfies ,1,neutral,neutral
8148,futuristic sets ,1,neutral,neutral
8157,rarity ,1,neutral,neutral
8205,reaction ,1,neutral,neutral
8212,classical actress ,1,neutral,neutral
8253,flawed but engrossing ,1,neutral,neutral
8264,humanize ,1,neutral,neutral
8304,) ,1,I'm ready to help. Please provide the sentence.,imreadytohelppleaseprovidethesentence
8324,percolating ,1,neutral,neutral
8334,seems so larger than life and yet so fragile ,1,neutral,neutral
8346,take this film at face value ,1,neutral,neutral
8382,fuel our best achievements and other times ,1,neutral,neutral
8385,somewhat short ,0,neutral,neutral
8428,"decides whether it wants to be a black comedy , drama , melodrama or some combination of the three . ",0,neutral,neutral
8444,that rare quality ,1,neutral,neutral
8477,"whether it wants to be a black comedy , drama , melodrama or some combination of the three ",0,neutral,neutral
8502,a lump of play-doh ,1,neutral,neutral
8516,suspense on different levels ,1,neutral,neutral
8532,intimate and universal cinema ,1,neutral,neutral
8550,you might want to check it out ,1,neutral,neutral
8560,refracting ,0,neutral,neutral
8573,a xerox machine ,0,neutral,neutral
8582,a fully developed story ,1,neutral,neutral
8630,to probe questions of attraction and interdependence ,1,neutral,neutral
8634,what he could make with a decent budget ,1,neutral,neutral
8659,crafted ,1,neutral,neutral
8698,see this movie ,1,neutral,neutral
8732,is ok for a movie to be something of a sitcom apparatus ,1,neutral,neutral
8793,fills the eyes ,1,neutral,neutral
8815,considerable ,1,neutral,neutral
8842,to be a compelling ,1,neutral,neutral
8877,visuals and enveloping sounds ,1,neutral,neutral
8893,substantive ,1,neutral,neutral
8923,pure composition ,1,neutral,neutral
8930,juxtapositions ,1,neutral,neutral
8935,trusted audiences ,1,neutral,neutral
8948,becoming ,1,neutral,neutral
8955,emotional and ,1,neutral,neutral
8990,award ,1,neutral,neutral
9008,brimming ,1,neutral,neutral
9024,is just the point ,1,neutral,neutral
9047,recommend secretary ,1,neutral,neutral
9060,masters of both ,1,neutral,neutral
9063,to adopt as a generational signpost ,1,neutral,neutral
9067,a durable part ,1,neutral,neutral
9076,the gifted pearce ,1,neutral,neutral
9082,coherent ,1,neutral,neutral
9168,movies about angels ,1,neutral,neutral
9178,the product ,1,neutral,neutral
9193,hawaiian setting ,1,neutral,neutral
9204,a higher plateau ,1,neutral,neutral
9210,not without merit ,1,neutral,neutral
9220,freshening ,1,neutral,neutral
9270,innovative backgrounds ,1,neutral,neutral
9331,are able to accomplish ,1,neutral,neutral
9344,auto-critique ,0,neutral,neutral
9356,healing process ,1,neutral,neutral
9360,realistically ,1,neutral,neutral
9398,the light of the exit sign ,0,neutral,neutral
9407,about nothing ,0,neutral,neutral
9416,", three-dimensional characters ",1,neutral,neutral
9420,hollywood pipeline ,0,neutral,neutral
9427,family and community ,1,neutral,neutral
9450,broadcast ,1,neutral,neutral
9456,coming-of-age portrait ,1,neutral,neutral
9461,seat ,1,neutral,neutral
9462,more ways ,1,neutral,neutral
9511,are side stories aplenty ,1,neutral,neutral
9560,poetry ,1,neutral,neutral
9576,be called animation ,1,neutral,neutral
9628,remains prominent ,1,neutral,neutral
9648,its characters and communicates something ,1,neutral,neutral
9677,grade-school audience ,0,neutral,neutral
9692,director anne fontaine ,1,neutral,neutral
9694,into parapsychological phenomena and the soulful nuances ,1,neutral,neutral
9721,gold ,1,neutral,neutral
9776,with a modicum of patience ,1,neutral,neutral
9787,a convincing impersonation ,1,neutral,neutral
9795,a feel movie ,1,neutral,neutral
9820,to care about ,1,neutral,neutral
9821,be liked sometimes ,1,neutral,neutral
9835,if you love reading and/or poetry ,1,neutral,neutral
9840,offers an interesting bit of speculation ,1,neutral,neutral
9857,interesting matters of identity and heritage ,1,neutral,neutral
9879,musical number ,1,neutral,neutral
9894,holds up in an era in which computer-generated images are the norm ,1,neutral,neutral
9910,poignant and delicately ,1,neutral,neutral
9927,to use the word `` new '' in its title ,0,neutral,neutral
9943,steve martin ,1,neutral,neutral
9961,the movie tries to make sense of its title character ,0,neutral,neutral
9970,pastel landscapes ,1,neutral,neutral
