text,label,prediction,normalized_label
"I am stressing out bc I bought Going medieval on g2a and I saw that the reviews were pretty bad.. I have all these random games in my library that I do not want ruining the quality of my steam library. I do not want to delete the game though, but Id rather pay full price on steam than buy from this website again! I accidentally bought a game via g2a and cannot get a refund..",Depression,Anxiety,normal
"Therapy for 3 years.Anitdepresantas for 1y.All that i learned that i do not want to be optimistic. I just cannot help but to consider optimism naive. I tried to be a happy person but it just felt like i am delaying the inevitable. Maybe i am depressed, maybe there is no help for me or maybe i do not want to get better. Who knows.I am just tired of trying.So i will live out my days and die.that is where we are all going anyways.English second language sry for grammar I am not depressed , I am just pessimistic.",Depression,Pessimistic,mixed
"I have been self-harm free for the past two days! (the longest I have been clean in the last month) i also have been talking to a really close friend that i cut contact with for awhile and it feels nice to talk to him again. just in general I am doing good and even though I have only felt like this for two days I am just proud of myself and having a good time. so yea this is just like a reverse vent thing idk, i know those two accomplishments are not super big but i feel ok for the first time in a little while and i think this is the road to making progress in really getting better. hi just want to share how proud of myself i am :)",Depression,"Pride

Classification: Normal",normal
"I have always been prone to catastrophizing and only ever anticipating the worst. Last year, I had attempted suicide and wound up in a coma for two days. But lately, I have been feeling like I cannot understand why I would do that. I am excited about where life can take me and when I deal with something tough I feel this trust that it will resolve itself. I have been raised within a fundamental Christian household and been taught that only people with faith can achieve such a mindset and religion has always made me unhappy and that inadvertently felt guilt for that. I was in an unhealthy relationship back then and I felt like I really did not know who I was outside of that relationship. I have always wanted that mans validation and he dumped I remember hurting but since that relationship ended I have been making connections that have made me feel whole and I have come to accept that people come and go and I am completely okay with that. It felt like the past years have been completely traumatic and strangely enough I have been thinking about changing my name because I feel like my birth name is loaded with so much trauma I want treat that person like its someone else. I have been feeling this way more recently, I do not want my trauma to influence my decision, I just want to experience life as a new person. Is it optimism or denial",Depression,Optimism,normal
"I am the person you go to to get stuff done, or if you want the right advice. I run marathons, kill it at the gym, learn languages and study for degrees in my spare time. My finances are in scrupulous shape. I am a top quartile parent and spouse. I'm comfortable (or at least not visibly uncomfortable) in any company.",Normal,Overachieving,normal
Essentially they had a few speakers which ran from people in the organization to the mayor and state representatives. Then they had a short film about the director who was retiring and essentially how she transformed this small barely funded group into an amazingly helpful and essential part of the community. It was without exaggeration insanely inspiring. They then went on to have a slide show with pictures of some of the survivors. Their pictures would appear as the individual told an abridged version of their story and how this organization helped them.,Normal,Inspiring,normal
I could easily see myself losing my job due to consolidation. In the meantime I have been wanting to leave this job anyway because I realized that I'm truly ready to move on from retail. I've had some promising leads but I found and a piece for a job that is at a lighting company that would combine the best of what I went to school for and my real world work experience. I got a call a few days ago but couldn't get an interview scheduled because during the call the hr lady got an email that the person I would interview with would be unavailable and I didn't have my work schedule right in front me so we decided to talk again the next day once we both had an idea of what the schedules for each side would be. Well the next day I called her and she still hadnt heard back from the person I would interview with and promised to call me the next day.,Normal,Anxiety,normal
"What temperature is it outside? What do is smell? What do I️ taste? What do I️ see? It can go on, I️ stop when I’m feeling more present.",Normal,Present,normal
"i'm tired,",Normal,"Tiredness can be a symptom of depression, but this alone is not definitive. Given the brevity and the lack of additional context, it could also simply indicate general fatigue. 

Depression
(Note: For a more accurate assessment, additional context and professional evaluation would be necessary.)",invalid
Aspiring to be as happy as @BlacYoungstaFB in every aspect of life,Normal,Aspiration,normal
i just finished it a few minute ago i got it from the local pubic library after waiting for it for several week i think it make for something very motivational and might be helpful to lessen depression too i won t give away the ending and don t stop listening until after the library if you re getting board once you get that far you ll continue,Depression,Motivational,normal
so i had a doctor s appointment on a school day and i wa so anxious about missing day of school i wa cry because i would miss stuff that day and wa anxious about being behind on my work because my grade are expected to stay the same and not drop is this anxiety or just pressure put on me,Depression,Anxiety,normal
im so tired,Depression,"Tiredness can be a symptom of depression, but this alone is not definitive. Given the brevity and the common nature of the statement, I would classify it as:

Normal",normal
hypothetically if someone took 9 000mg fluvoxamine mg naltrexone and 0mg lorazepam what would happen all hypothetically of course,Depression,Hypothetical,invalid
mizzzidc the way people throw the word depression and mental health at every slight provocation these day is just alarming,Depression,Concern,invalid
getting annoyed easily today gt gt gt biofuel proposal getting annoyed easily today gt gt gt biof http tinyurl com ceprvs,Normal,Annoyed,invalid
bad news wa dad ha cancer and is dying good news new business started and i am now a life coach practising holistic weight management,Normal,Bipolar,invalid
watching old video of dance team and such make me miss it,Normal,Missionary,invalid
clarianne knot serious april 9th isn t coming soon enough,Normal,Anticipation,invalid
clarianne april 9th isn t coming soon enough,Normal,Anticipation,invalid
i should be sleeping i have a stressed out week coming to me,Normal,Stressed,normal
carmonium i m stressed outttt,Normal,Stressed,normal
wtf not kutner oh i m so pissed house i mean really wtf,Normal,Pissed,invalid
can t believe cutner is dead on house sad day in santa rosa ca http loopt u orpl a,Normal,Sadness,depression
set my alarm to wake up wanted to speak to my si in africa on skype i miss her sooo much,Normal,Sorrow,depression
and they advertising fake louis bag a 00 authentic on google i m pissed,Normal,"Pissed

Classification: Normal",invalid
in work sooo bored,Normal,"Boredom can sometimes be a precursor to more serious mental health concerns, but based solely on this short post, the sentiment appears to be:

Bored

Normal",normal
bored from doing homework what is pingping doing,Normal,Boredom,normal
gloomy weather again,Normal,"Gloomy
Depression",depression
moony 9 i think i will be even more in denial after i watch,Normal,Denial,invalid
sitting at home watching jeremy kyle and bored,Normal,"Boredom can sometimes be a sign of depression, but based on the brief text provided, it could also simply indicate a lack of engagement in activities that the person finds interesting. Without more context, it's challenging to make a definitive judgment. 

Classification: Normal",invalid
just woke up tiresome time,Normal,"Tiredness can be a symptom of depression, but this post is too brief to make a definitive diagnosis. Given the limited context, I would lean towards:

Normal

However, it's important to consider this as a very preliminary observation and not a professional assessment.",invalid
is frustrated that rudd cant facilitate private enterprise investing in our broadband infrastructure instead he need to waste our money,Normal,Frustration,normal
bored in tec,Normal,"Boredom can be an indicator of depression, but this post is quite brief and could also indicate a temporary state. Given the limited context, I would lean towards:

Depression
However, this classification should be taken with caution due to the lack of additional context.",mixed
is back in byron bay cafe fresh missing all my melbourne friend,Normal,Missing,invalid
ollyog well not far from the station by the look of it just head there i m actually jealous would love to be in belgium right now,Normal,Jealousy,invalid
http twitpic com y i miss thiss,Normal,Missed,invalid
http twitpic com y i miss this,Normal,Missed,invalid
study history of music bored help me please,Normal,"Boredom
Normal",normal
why isn t the hill available online yet soo disappointing,Normal,Disappointment,normal
